Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,Occupancy,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unit No,Floor,Living Area,Number of Bedrooms,Number of Bathrooms,Permit Number,Latitude,Longitude,Condo Bldg,Disaster Permit,Disaster Permit Type,Disaster Permit Description
30569-120-000,6211 THOMAS DR 110 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,110,1,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-122-000,6211 THOMAS DR 201 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,201,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-124-000,6211 THOMAS DR 202 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,202,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-126-000,6211 THOMAS DR 203 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,203,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-128-000,6211 THOMAS DR 204 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,204,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-130-000,6211 THOMAS DR 205 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,205,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-132-000,6211 THOMAS DR 206 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,206,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-134-000,6211 THOMAS DR 207 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,207,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-136-000,6211 THOMAS DR 208 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,208,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-138-000,6211 THOMAS DR 209 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,209,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-140-000,6211 THOMAS DR 210 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,210,2,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-142-000,6211 THOMAS DR 301 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,301,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-144-000,6211 THOMAS DR 302 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,302,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-146-000,6211 THOMAS DR 303 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,303,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-148-000,6211 THOMAS DR 304 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,304,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-150-000,6211 THOMAS DR 305 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,305,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-152-000,6211 THOMAS DR 306 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,306,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-154-000,6211 THOMAS DR 307 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,307,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-155-000,6211 THOMAS DR 308 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,308,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-156-000,6211 THOMAS DR 309 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,309,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-158-000,6211 THOMAS DR 310 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,310,3,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-160-000,6211 THOMAS DR 401 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,401,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-162-000,6211 THOMAS DR 402 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,402,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-164-000,6211 THOMAS DR 403 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,403,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-166-000,6211 THOMAS DR 404 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,404,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-168-000,6211 THOMAS DR 405 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,405,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-170-000,6211 THOMAS DR 406 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,406,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-172-000,6211 THOMAS DR 407 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,407,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-174-000,6211 THOMAS DR 408 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,408,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-176-000,6211 THOMAS DR 409 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,409,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-178-000,6211 THOMAS DR 410 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,410,4,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-180-000,6211 THOMAS DR 501 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,501,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-182-000,6211 THOMAS DR 502 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,502,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-184-000,6211 THOMAS DR 503 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,503,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-186-000,6211 THOMAS DR 504 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,504,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-188-000,6211 THOMAS DR 505 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,505,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-190-000,6211 THOMAS DR 506 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,506,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-192-000,6211 THOMAS DR 507 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,507,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-194-000,6211 THOMAS DR 508 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,508,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-196-000,6211 THOMAS DR 509 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,509,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-198-000,6211 THOMAS DR 510 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,510,5,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-200-000,6211 THOMAS DR 601 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,601,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-202-000,6211 THOMAS DR 602 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,602,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-204-000,6211 THOMAS DR 603 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,603,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-206-000,6211 THOMAS DR 604 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,604,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-208-000,6211 THOMAS DR 605 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,605,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-210-000,6211 THOMAS DR 606 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,606,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-212-000,6211 THOMAS DR 607 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,607,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-214-000,6211 THOMAS DR 608 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,608,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-216-000,6211 THOMAS DR 609 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,609,6,893,1,2,,30.149855,-85.765688,30569-100-000,FALSE,,
30569-218-000,6211 THOMAS DR 610 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,610,6,893,1,2,,30.150222,-85.766161,30569-100-000,FALSE,,
30569-250-000,6213 THOMAS DR 101 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,101,1,893,1,2,['9509918'],30.150222,-85.766161,30569-245-000,FALSE,,
30569-252-000,6213 THOMAS DR 102 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,102,1,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-254-000,6213 THOMAS DR 103 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,103,1,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-256-000,6213 THOMAS DR 104 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,104,1,893,1,2,['9606117'],30.150222,-85.766161,30569-245-000,FALSE,,
30569-262-000,6213 THOMAS DR 107 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,107,1,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-264-000,6213 THOMAS DR 108 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,108,1,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-266-000,6213 THOMAS DR 109 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,109,1,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-268-000,6213 THOMAS DR 110 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,110,1,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-270-000,6213 THOMAS DR 201 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,201,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-272-000,6213 THOMAS DR 202 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,202,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-274-000,6213 THOMAS DR 203 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,203,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-276-000,6213 THOMAS DR 204 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,204,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-278-000,6213 THOMAS DR 205 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,205,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-280-000,6213 THOMAS DR 206 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,206,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-282-000,6213 THOMAS DR 207 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,207,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-284-000,6213 THOMAS DR 208 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,208,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-286-000,6213 THOMAS DR 209 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,209,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-287-000,6213 THOMAS DR 210 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,210,2,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-288-000,6213 THOMAS DR 301 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,301,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-290-000,6213 THOMAS DR 302 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,302,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-292-000,6213 THOMAS DR 303 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,303,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-294-000,6213 THOMAS DR 304 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,304,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-296-000,6213 THOMAS DR 305 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,305,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-298-000,6213 THOMAS DR 306 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,306,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-300-000,6213 THOMAS DR 307 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,307,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-302-000,6213 THOMAS DR 308 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,308,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-304-000,6213 THOMAS DR 309 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,309,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-305-000,6213 THOMAS DR 310 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,310,3,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-306-000,6213 THOMAS DR 401 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,401,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-308-000,6213 THOMAS DR 402 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,402,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-310-000,6213 THOMAS DR 403 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,403,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-312-000,6213 THOMAS DR 404 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,404,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-314-000,6213 THOMAS DR 405 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,405,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-316-000,6213 THOMAS DR 406 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,406,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-318-000,6213 THOMAS DR 407 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,407,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-320-000,6213 THOMAS DR 408 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,408,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-322-000,6213 THOMAS DR 409 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,409,4,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-323-000,6213 THOMAS DR PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,410,4,893,1,2,['09-1168'],30.150222,-85.766161,30569-245-000,FALSE,,
30569-324-000,6213 THOMAS DR 501 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,501,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-326-000,6213 THOMAS DR 502 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,502,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-328-000,6213 THOMAS DR 503 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,503,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-330-000,6213 THOMAS DR 504 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,504,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-332-000,6213 THOMAS DR 505 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,505,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-334-000,6213 THOMAS DR 506 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,506,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-336-000,6213 THOMAS DR 507 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,507,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-338-000,6213 THOMAS DR 508 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,508,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-340-000,6213 THOMAS DR 509 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,509,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-341-000,6213 THOMAS DR 510 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,510,5,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-342-000,6213 THOMAS DR 601 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,601,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-344-000,6213 THOMAS DR 602 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,602,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-346-000,6213 THOMAS DR 603 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,603,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-348-000,6213 THOMAS DR 604 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,604,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-350-000,6213 THOMAS DR 605 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,605,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-352-000,6213 THOMAS DR 606 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,606,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-354-000,6213 THOMAS DR 607 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,607,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-356-000,6213 THOMAS DR 608 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,608,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-358-000,6213 THOMAS DR 609 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,609,6,893,1,2,,30.150222,-85.766161,30569-245-000,FALSE,,
30569-360-000,6213 THOMAS DR 610 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1980,,,,,,,610,6,893,1,2,,30.151208,-85.767645,30569-245-000,FALSE,,
30580-101-000,6415 THOMAS DR 101 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,101,1,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-102-000,6415 THOMAS DR 201 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,201,2,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-103-000,6415 THOMAS DR 202 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,202,2,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-104-000,6415 THOMAS DR 203 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,203,2,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-105-000,6415 THOMAS DR 204 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,204,2,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-106-000,6415 THOMAS DR 205 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,205,2,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-107-000,6415 THOMAS DR 301 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,301,3,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-108-000,6415 THOMAS DR 302 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,302,3,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-109-000,6415 THOMAS DR 303 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,303,3,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-110-000,6415 THOMAS DR 304 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,304,3,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-111-000,6415 THOMAS DR 305 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,305,3,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-112-000,6415 THOMAS DR 401 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,401,4,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-113-000,6415 THOMAS DR 402 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,402,4,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-114-000,6415 THOMAS DR 403 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,403,4,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-115-000,6415 THOMAS DR 404 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,404,4,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-116-000,6415 THOMAS DR 405 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,405,4,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-117-000,6415 THOMAS DR 501 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,501,5,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-118-000,6415 THOMAS DR 502 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,502,5,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-119-000,6415 THOMAS DR 503 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,503,5,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-120-000,6415 THOMAS DR 504 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,504,5,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-121-000,6415 THOMAS DR 505 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,505,5,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-122-000,6415 THOMAS DR 601 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,601,6,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-123-000,6415 THOMAS DR 602 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,602,6,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-124-000,6415 THOMAS DR 603 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,603,6,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-125-000,6415 THOMAS DR 604 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,604,6,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-126-000,6415 THOMAS DR 605 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,605,6,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-127-000,6415 THOMAS DR 701 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,701,7,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-128-000,6415 THOMAS DR 702 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,702,7,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-129-000,6415 THOMAS DR 703 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,703,7,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-130-000,6415 THOMAS DR 704 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,704,7,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-131-000,6415 THOMAS DR 705 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,705,7,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-132-000,6415 THOMAS DR 801 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,801,8,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-133-000,6415 THOMAS DR 802 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,802,8,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-134-000,6415 THOMAS DR 803 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,803,8,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-135-000,6415 THOMAS DR 804 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,804,8,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-136-000,6415 THOMAS DR 805 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,805,5,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
