Parcel Id,Address,Use Code,Square Footage,Stories,Year Built,Occupancy,Exterior Walls,Roof Cover,Interior Walls,Frame Type,Floor Cover,Unit No,Floor,Living Area,Number of Bedrooms,Number of Bathrooms,Permit Number,Latitude,Longitude,Condo Bldg,Disaster Permit,Disaster Permit Type,Disaster Permit Description
30580-137-000,6415 THOMAS DR 901 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,901,9,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-138-000,6415 THOMAS DR 902 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,902,9,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-139-000,6415 THOMAS DR 903 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,903,9,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-140-000,6415 THOMAS DR 904 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,904,9,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-141-000,6415 THOMAS DR 905 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,905,9,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-142-000,6415 THOMAS DR 1001 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1001,10,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-143-000,6415 THOMAS DR 1002 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1002,10,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-144-000,6415 THOMAS DR 1003 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1003,10,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-145-000,6415 THOMAS DR 1004 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1004,10,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-146-000,6415 THOMAS DR 1005 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1005,10,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-147-000,6415 THOMAS DR 1101 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1101,11,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-148-000,6415 THOMAS DR 1102 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1102,11,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-149-000,6415 THOMAS DR 1103 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1103,11,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-150-000,6415 THOMAS DR 1104 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1104,11,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-151-000,6415 THOMAS DR 1105 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1105,11,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-152-000,6415 THOMAS DR 1201 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1201,12,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-153-000,6415 THOMAS DR 1202 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1202,12,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-154-000,6415 THOMAS DR 1203 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1203,12,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-155-000,6415 THOMAS DR 1204 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1204,12,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-156-000,6415 THOMAS DR 1205 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1205,12,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-157-000,6415 THOMAS DR 1401 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1401,13,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-158-000,6415 THOMAS DR 1402 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1402,13,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-159-000,6415 THOMAS DR 1403 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1403,13,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-160-000,6415 THOMAS DR 1404 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1404,13,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-161-000,6415 THOMAS DR 1405 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1405,13,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-162-000,6415 THOMAS DR 1501 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1501,14,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-163-000,6415 THOMAS DR 1502 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1502,14,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-164-000,6415 THOMAS DR 1503 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1503,14,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-165-000,6415 THOMAS DR 1504 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1504,14,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-166-000,6415 THOMAS DR 1505 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1505,14,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-167-000,6415 THOMAS DR 1601 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1601,15,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-168-000,6415 THOMAS DR 1602 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1602,15,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-169-000,6415 THOMAS DR 1603 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1603,15,2384,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-170-000,6415 THOMAS DR 1604 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1604,15,1744,3,3,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-171-000,6415 THOMAS DR 1605 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1605,15,1595,2,2,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-172-000,6415 THOMAS DR 1701 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1701,16,3341,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-173-000,6415 THOMAS DR 1702 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1702,16,4635,5,5.5,,30.151208,-85.767645,30580-100-000,FALSE,,
30580-174-000,6415 THOMAS DR 1703 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,2001,,,,,,,1703,16,3341,4,4,,30.151208,-85.767645,30580-100-000,FALSE,,
30585-990-101,6609 THOMAS DR 101 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,101,1,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-102,6609 THOMAS DR 102 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,102,1,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-105,6609 THOMAS DR 105 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,105,1,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-106,6609 THOMAS DR 106 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,106,1,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-201,6609 THOMAS DR 201 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,201,2,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-202,6609 THOMAS DR 202 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,202,2,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-203,6609 THOMAS DR 203 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,203,2,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-204,6609 THOMAS DR 204 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,204,2,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-205,6609 THOMAS DR 205 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,205,2,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-206,6609 THOMAS DR 206 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,206,2,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-301,6609 THOMAS DR 301 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,301,3,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-302,6609 THOMAS DR 302 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,302,3,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-303,6609 THOMAS DR 303 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,303,3,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-304,6609 THOMAS DR 304 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,304,3,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-305,6609 THOMAS DR 305 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,305,3,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-306,6609 THOMAS DR 306 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,306,3,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-401,6609 THOMAS DR 401 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,401,4,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-402,6609 THOMAS DR 402 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,402,4,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-403,6609 THOMAS DR 403 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,403,4,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-404,6609 THOMAS DR 404 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,404,4,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-405,6609 THOMAS DR 405 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,405,4,1427,0,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-406,6609 THOMAS DR 406 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,406,4,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-501,6609 THOMAS DR 501 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,501,5,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-502,6609 THOMAS DR 502 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,502,5,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-503,6609 THOMAS DR 503 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,503,5,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-504,6609 THOMAS DR 504 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,504,5,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-505,6609 THOMAS DR 505 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,505,5,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-506,6609 THOMAS DR 506 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,506,5,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-601,6609 THOMAS DR 601 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,601,6,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-602,6609 THOMAS DR 602 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,602,6,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-603,6609 THOMAS DR 603 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,603,6,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-604,6609 THOMAS DR 604 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,604,6,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-605,6609 THOMAS DR 605 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,605,6,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-606,6609 THOMAS DR 606 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,606,6,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-701,6609 THOMAS DR 701 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,701,7,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-702,6609 THOMAS DR 702 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,702,7,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-703,6609 THOMAS DR 703 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,703,7,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-704,6609 THOMAS DR 704 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,704,7,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-705,6609 THOMAS DR 705 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,705,7,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-706,6609 THOMAS DR 706 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,706,7,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-801,6609 THOMAS DR 801 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,801,8,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-802,6609 THOMAS DR 802 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,802,8,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-803,6609 THOMAS DR 803 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,803,8,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-804,6609 THOMAS DR 804 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,804,8,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-805,6609 THOMAS DR 805 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,805,8,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-806,6609 THOMAS DR 806 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,806,8,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-901,6609 THOMAS DR 901 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,901,9,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-902,6609 THOMAS DR 902 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,902,9,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-903,6609 THOMAS DR 903 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,903,9,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-904,6609 THOMAS DR 904 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,904,9,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-905,6609 THOMAS DR 905 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,905,9,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-906,6609 THOMAS DR 906 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,906,9,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-907,6609 THOMAS DR 1001 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1001,10,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-908,6609 THOMAS DR 1002 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1002,10,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-909,6609 THOMAS DR 1003 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1003,10,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-910,6609 THOMAS DR 1004 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1004,10,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-911,6609 THOMAS DR 1005 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1005,10,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-912,6609 THOMAS DR 1006 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1006,10,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-913,6609 THOMAS DR 1101 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1101,11,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-914,6609 THOMAS DR 1102 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1102,11,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-915,6609 THOMAS DR 1103 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1103,11,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-916,6609 THOMAS DR 1104 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1104,11,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-917,6609 THOMAS DR 1105 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1105,11,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-918,6609 THOMAS DR 1106 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1106,11,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-919,6609 THOMAS DR 1201 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1201,12,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-920,6609 THOMAS DR 1202 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1202,12,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-921,6609 THOMAS DR 1203 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1203,12,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-922,6609 THOMAS DR 1204 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1204,12,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-923,6609 THOMAS DR 1205 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1205,12,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-924,6609 THOMAS DR 1206 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1206,12,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-925,6609 THOMAS DR 1301 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1301,13,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-926,6609 THOMAS DR 1302 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1302,13,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-927,6609 THOMAS DR 1303 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1303,13,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-928,6609 THOMAS DR 1304 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1304,13,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-929,6609 THOMAS DR 1305 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1305,13,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-930,6609 THOMAS DR 1306 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1306,13,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-931,6609 THOMAS DR 1401 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1401,14,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-932,6609 THOMAS DR 1402 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1402,14,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-933,6609 THOMAS DR 1403 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1403,14,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-934,6609 THOMAS DR 1404 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1404,14,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-935,6609 THOMAS DR 1405 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1405,14,1427,2,2,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-990-936,6609 THOMAS DR 1406 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1999,,,,,,,1406,14,2060,4,3,,30.152745,-85.769053,30585-990-000,FALSE,,
30585-901-000,6205 THOMAS DR 1A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,1A,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-902-000,6205 THOMAS DR 2A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,2A,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-903-000,6205 THOMAS DR 3A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,3A,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-904-000,6205 THOMAS DR 4A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,4A,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-905-000,6205 THOMAS DR 5A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,5A,1,771,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-906-000,6205 THOMAS DR 6A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,6A,2,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-907-000,6205 THOMAS DR 7A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,7A,2,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-908-000,6205 THOMAS DR 8A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,8A,2,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-909-000,6205 THOMAS DR 9A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,9A,2,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-910-000,6205 THOMAS DR 10A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,10A,2,771,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-911-000,6205 THOMAS DR 11A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,11A,3,877,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-912-000,6205 THOMAS DR 12A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,12A,3,877,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-913-000,6205 THOMAS DR 13A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,13A,3,877,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-914-000,6205 THOMAS DR 14A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,14A,3,877,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-915-000,6205 THOMAS DR 15A PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,15A,3,1078,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-916-000,6205 THOMAS DR 1B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,1B,1,771,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-917-000,6205 THOMAS DR B2 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,B2,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-918-000,6205 THOMAS DR B3 PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,B3,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-919-000,6205 THOMAS DR 4B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,4B,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-920-000,6205 THOMAS DR 5B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,5B,1,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-921-000,6205 THOMAS DR 6B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,6B,2,771,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
30585-922-000,6205 THOMAS DR 7B PANAMA CITY BEACH 32408,CONDOMINIU (000400),,,1983,,,,,,,7B,2,622,1,1,,30.150006,-85.76437,30585-900-000,FALSE,,
