BLDGID4,REGION4,CENDIV4,SQFTC4,PBA4,HTCNTL4,HTTHRM4,RDHTNF4,BOILER4,FURNAC4,SLFCON4,PKGHT4,HTPMPH4,DUCTHT4,REHEAT4,FNCLHT4,BBDRAD4,OTHTEQ4,OTHTQ14,CLCNTL4,CLTHRM4,RDCLNF4,CHILLR4,ACWNWL4,PKGCL4,HTPMPC4,DUCTCL4,FNCLCL4,OTCLEQ4,OTCLQ14,CHLYRC4,PKCYRC4,CFRIG4,CFRZR4,RFRIG4,RFRZR4,ICE4,SODA4,WTRCL4,OTREF4,OTREF14,PORVAC4,VAC3MP4,MONUSE4,YRCONC4,WLCNS4,RFCNS4,COMPRM4,GENER4,COGEN4,GRID4,PURPA4,FACIL4,PLANT4,BLDPLT4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,FACACT4,FACTSRC4
1104,2,3,5,13,2,,1,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,2,0,12,3,4,6,2,2,,,,2,,,1,,0,1,1,2,2,2,,
1105,3,7,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,4,6,5,2,2,,,,1,2,,1595.2,10,1,2,2,2,2,2,18,3
1106,2,3,4,12,2,,1,2,1,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,2,2,2,1,2,2,1,1,2,,2,0,12,5,4,4,2,2,,,,2,,,1904.68,14,2,1,1,2,2,2,,
1107,1,1,8,15,1,1,7,1,2,1,2,2,1,2,2,1,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,,2,0,12,2,4,2,2,2,,,,1,1,1,20.09,12,2,1,2,1,3,2,6,1
1108,3,7,8,20,2,,1,1,1,2,2,2,1,1,1,2,2,,1,1,1,1,2,1,2,1,1,2,,5,5,2,2,2,2,2,1,1,2,,1,100,4,9,6,5,1,2,,,,1,2,,21.38,13,2,1,1,2,2,2,17,3
1109,2,4,5,13,1,1,1,1,1,2,1,2,1,1,1,1,2,,1,1,1,1,1,1,2,1,1,2,,3,2,2,2,2,2,2,2,1,2,,2,0,12,5,4,4,1,2,,,,2,,,389.8,12,2,1,1,2,2,2,,
1110,2,4,5,13,2,,1,2,2,2,2,2,2,2,2,1,2,,1,1,1,1,1,2,2,2,2,2,,3,,2,2,1,2,2,1,1,2,,2,0,12,2,4,4,2,2,,,,1,1,2,10.07,17,2,1,2,2,1,2,1,1
1111,3,6,2,3,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,0,12,7,4,3,2,2,,,,2,,,1895.05,10,1,1,2,1,2,2,,
1112,2,3,4,13,2,,2,1,2,2,2,2,2,2,2,1,2,,2,,1,2,1,2,2,2,2,2,,,,1,1,2,1,2,1,1,2,,1,15,2,5,4,3,2,2,,,,2,,,487.36,5,1,1,1,2,2,2,,
1113,3,7,2,13,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,1,2,,2,0,12,5,6,5,2,2,,,,1,2,,20.14,16,2,1,1,2,2,2,2,3
1114,2,3,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,,1,1,2,2,1,2,2,2,2,2,,,,2,2,1,1,2,2,2,2,,1,77,12,7,4,4,2,2,,,,2,,,1893.87,6,2,1,1,2,2,2,,
1115,2,3,6,2,1,1,1,1,2,1,2,2,1,1,2,1,2,,1,1,1,1,1,1,2,1,2,2,,3,1,2,2,1,2,2,1,1,2,,1,12,12,3,4,4,1,2,,,,2,,,1636.1,5,2,1,1,2,2,2,,
1116,1,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,25,12,6,5,3,2,2,,,,1,2,,408.36,16,1,1,2,2,2,2,2,3
1117,1,1,6,2,1,1,2,1,2,1,2,1,1,2,1,2,2,,1,1,2,1,2,2,1,1,1,2,,4,,2,2,1,2,2,2,1,2,,1,40,12,2,4,6,2,2,,,,2,,,157.78,11,1,1,1,2,2,2,,
1118,3,5,5,7,1,1,2,1,2,2,2,2,2,2,2,1,2,,1,1,2,2,1,1,2,2,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,2,4,1,1,2,,,,1,1,2,306.28,4,1,1,1,2,1,2,6,1
1119,2,4,5,2,1,1,1,2,2,2,2,2,1,1,2,1,2,,1,1,1,2,2,2,2,1,2,2,,,,2,2,2,2,2,2,2,2,,2,0,12,9,4,6,1,2,,,,1,1,2,12.8,12,1,1,2,2,1,2,1,1
1120,2,3,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,9,6,5,2,2,,,,1,2,,584.61,9,2,1,2,2,2,2,15,3
1121,4,8,4,4,2,,1,1,2,1,1,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,2,0,12,2,4,2,2,2,,,,2,,,703.83,13,1,1,1,2,2,2,,
1122,2,3,6,2,1,1,2,2,2,2,1,2,1,1,2,1,2,,1,1,2,1,2,1,2,1,2,2,,1,1,2,2,1,2,1,1,1,2,,1,9,12,3,4,4,1,2,,,,2,,,306.28,1,1,1,1,2,1,2,,
1123,1,2,2,3,2,,1,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,1,5,2,2,2,,,,2,,,1468.67,1,1,1,2,1,2,2,,
1124,3,5,7,11,2,,1,2,1,2,2,1,1,2,2,2,2,,2,,2,1,2,1,1,1,2,2,,2,4,1,1,1,2,2,1,1,2,,2,0,12,7,6,5,2,2,,,,2,,,22.3,8,1,1,2,2,2,2,,
1125,4,9,4,2,1,2,1,2,2,2,1,1,1,2,2,2,2,,2,,1,2,2,1,1,1,2,2,,,3,2,2,1,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,2004.53,11,1,1,3,2,2,2,,
1126,4,9,3,2,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,2,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,1,2,,10.27,7,1,1,1,2,2,2,4,3
1127,3,6,4,3,2,,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,6,5,5,2,2,,,,1,2,,1895.05,10,2,1,2,2,2,2,4,3
1128,3,5,5,4,2,,1,1,2,1,2,2,1,2,1,2,2,,2,,1,1,1,1,2,1,1,2,,2,4,1,2,1,1,1,2,1,2,,2,0,12,3,4,2,2,2,,,,1,2,,156.48,16,1,1,1,2,2,2,13,3
1129,3,6,4,3,2,,1,2,2,2,1,1,1,2,2,2,2,,2,,1,2,2,1,1,1,2,2,,,3,2,2,2,2,1,2,1,2,,2,0,12,6,4,4,2,2,,,,1,2,,627.43,18,1,1,2,2,2,2,5,3
1130,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,2,0,12,3,4,3,2,2,,,,2,,,2184.21,12,1,1,2,1,2,2,,
1131,2,4,9,12,2,,1,2,1,1,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,4,1,1,2,2,1,1,1,2,,2,0,12,6,6,4,1,2,,,,2,,,10.74,4,2,1,1,2,2,2,,
1132,3,7,3,3,2,,1,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,1,50,12,4,5,3,2,2,,,,2,,,640.89,9,2,1,1,2,2,2,,
1133,2,3,3,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,2,2,2,,2,0,12,6,6,5,2,2,,,,2,,,682.05,6,1,1,1,2,2,2,,
1134,4,9,7,15,2,,1,1,2,2,2,2,1,1,2,2,2,,1,1,1,1,1,1,2,1,1,2,,3,3,1,1,1,1,1,1,1,1,3,2,0,12,6,4,4,1,2,,,,2,,,72,11,1,1,2,1,2,2,,
1135,3,7,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,0,12,3,4,2,2,2,,,,2,,,1595.2,13,1,1,1,2,2,2,,
1136,1,2,3,14,1,1,1,2,1,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,1,1,1,1,1,1,2,2,,2,0,12,4,5,3,2,2,,,,2,,,1958.18,16,1,1,2,1,2,2,,
1137,2,3,3,12,1,1,2,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,75,9,4,5,4,2,2,,,,2,,,1636.49,15,1,1,1,2,2,2,,
1138,3,5,4,12,1,1,1,2,2,1,1,2,1,1,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,2,2,2,2,2,1,1,1,2,,2,0,12,5,4,3,2,2,,,,1,2,,470.24,1,2,1,2,2,2,2,4,3
1139,3,7,6,12,2,,7,2,2,2,1,2,1,1,2,2,2,,2,,7,2,1,1,2,2,2,2,,,4,2,2,1,2,2,2,2,2,,2,0,12,5,5,3,2,2,,,,1,2,,235.53,13,1,1,2,2,1,2,7,3
1140,3,5,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,1,40,9,8,4,3,2,2,,,,1,2,,2155.25,6,1,1,2,2,2,2,4,3
1141,3,5,5,3,1,1,1,2,1,2,1,1,1,2,2,1,1,95,1,1,1,2,1,1,1,1,2,2,,,4,1,1,2,2,1,2,1,1,1,1,20,12,4,4,4,2,2,,,,2,,,1895.05,4,1,1,1,2,2,2,,
1142,3,5,7,7,1,1,2,2,2,1,2,2,1,1,1,2,2,,1,1,1,2,2,2,2,1,1,2,,,,1,1,1,2,2,1,1,2,,2,0,12,6,4,4,2,2,,,,1,1,2,20.84,7,1,1,1,2,1,2,1,2
1143,3,5,3,3,2,,1,1,1,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,1,1,1,2,2,2,,2,0,12,5,4,4,2,2,,,,2,,,1472.34,8,1,1,1,2,2,2,,
1144,2,3,8,15,1,1,2,1,2,2,2,2,1,1,1,1,2,,1,1,2,1,1,1,2,1,1,2,,5,5,1,1,1,2,1,1,1,2,,2,0,12,4,4,4,1,2,,,,1,1,1,306.28,13,2,1,1,1,2,2,6,2
1145,4,9,2,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,2,1,2,2,1,2,1,2,2,,,1,1,1,2,1,2,2,2,2,,2,0,12,2,5,1,2,2,,,,2,,,1509.24,15,2,1,2,2,2,2,,
1146,4,9,2,4,2,,1,2,1,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,3,5,3,2,2,,,,1,2,,1654.84,7,1,1,2,2,2,2,11,3
1147,4,8,2,7,1,1,7,1,2,2,2,2,1,1,2,2,2,,1,1,7,1,2,2,2,1,2,2,,4,,2,2,2,2,1,2,1,2,,2,0,12,6,4,6,2,2,,,,1,1,2,1.08,,0,1,1,1,1,2,6,1
1148,3,5,5,3,,,,,,,,,,,,,,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,1,1,2,,1,30,12,5,4,3,1,2,,,,2,,,10.39,8,2,1,2,2,2,2,,
1149,4,9,3,1,2,,2,2,1,2,2,2,2,2,2,2,2,,2,,2,2,2,1,2,2,2,2,,,4,2,2,2,2,2,2,2,2,,1,100,0,7,4,1,2,2,,,,1,2,,1654.84,7,1,1,4,2,2,2,4,3
1150,3,6,2,3,1,1,2,2,2,1,2,2,2,2,2,2,2,,1,1,2,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,4,4,3,2,2,,,,1,2,,1838.24,10,2,1,1,2,2,2,2,3
1151,2,4,3,3,2,,1,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,1,1,2,35.82,12,2,1,2,2,3,3,6,1
1152,4,9,7,12,1,2,1,2,1,2,2,1,1,2,2,2,2,,1,1,1,2,2,1,1,1,2,2,,,5,2,2,1,1,2,2,1,2,,2,0,12,3,4,3,2,2,,,,1,2,,72,4,1,1,1,2,2,2,12,3
1153,3,6,4,14,2,,1,1,2,2,2,2,2,2,2,2,2,,2,,1,2,1,1,2,2,2,2,,,2,1,1,1,2,1,1,1,2,,2,0,12,5,4,3,2,2,,,,2,,,652.28,11,2,1,2,2,2,2,,
1154,4,9,8,12,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,1,2,,1,15,4,5,3,4,2,2,,,,2,,,21.38,20,2,1,2,2,2,2,,
1155,2,3,7,13,1,1,2,2,2,2,2,2,1,2,2,2,2,,1,1,2,2,2,2,2,1,2,2,,,,1,1,1,2,1,1,1,2,,2,0,12,5,4,4,1,2,,,,1,1,2,306.28,19,2,1,1,1,1,3,1,1
1156,2,4,5,14,2,,2,2,2,1,2,2,1,1,1,1,2,,2,,2,1,2,2,2,1,1,2,,3,,1,1,1,1,1,1,1,1,1,2,0,12,4,4,4,2,2,,,,1,1,2,389.8,15,2,1,2,2,1,2,10,1
1157,1,2,10,2,2,,1,2,2,1,2,2,1,1,2,1,2,,2,,1,1,2,2,2,1,1,2,,4,,1,1,1,2,1,1,1,1,95,2,0,12,7,2,4,1,2,,,,2,,,7.37,18,1,1,1,1,1,2,,
1158,3,5,4,3,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,2,1,2,1,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,1,35,12,8,6,5,2,2,,,,2,,,470.24,4,1,1,1,2,2,2,,
1159,3,7,3,4,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,2,1,2,1,2,,1,100,9,4,4,6,2,2,,,,1,2,,20.14,1,1,1,1,2,2,2,2,3
1160,2,3,7,12,1,1,1,2,1,1,2,1,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,8,6,5,1,2,,,,2,,,299.15,9,2,1,1,2,2,2,,
1161,2,3,4,3,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,2,2,2,1,2,2,1,1,2,,2,0,12,5,3,6,2,2,,,,1,2,,306.28,5,1,1,1,2,2,2,5,3
1162,3,7,5,3,2,,1,2,2,1,1,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,3,1,1,2,2,1,1,2,2,,2,0,12,6,3,4,2,2,,,,1,2,,259.98,16,2,1,1,2,2,2,5,3
1163,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,1,1,2,2,2,2,,1,50,12,5,5,3,2,2,,,,1,2,,2184.21,16,2,1,1,2,2,2,13,3
1164,4,9,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,2,0,12,9,4,3,2,2,,,,2,,,1509.24,19,2,1,2,2,2,2,,
1165,2,4,6,13,2,,1,1,2,1,1,2,1,2,2,1,2,,2,,1,2,2,1,2,1,2,2,,,3,2,1,1,2,2,1,1,2,,2,0,12,6,4,4,2,2,,,,1,2,,30.99,18,1,1,1,2,2,2,15,3
1166,2,4,5,12,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,2,2,2,1,1,2,,2,0,12,3,4,6,2,2,,,,2,,,487.36,6,2,1,1,2,2,2,,
1167,4,9,3,13,1,1,2,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,1,1,2,2,2,2,,,3,2,2,2,2,2,2,1,2,,1,33,6,4,4,5,2,2,,,,2,,,497.58,13,1,1,1,2,2,2,,
1168,3,6,6,4,1,2,1,1,2,2,2,2,1,1,1,1,2,,1,2,1,1,1,1,2,1,1,2,,2,2,2,2,1,2,1,1,1,2,,2,0,12,5,4,4,2,2,,,,1,2,,154.01,3,1,1,1,2,2,2,1,3
1169,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,2,4,2,2,2,,,,1,1,2,4.5,11,2,1,2,2,2,2,6,1
1170,3,7,7,2,1,1,2,2,1,2,2,2,2,2,2,2,2,,1,1,2,1,2,1,2,2,2,2,,4,4,2,2,1,2,2,1,1,2,,1,35,12,8,2,6,1,2,,,,2,,,2.88,3,1,1,2,2,2,2,,
1171,4,8,8,3,2,,1,1,2,1,2,2,1,2,2,1,2,,2,,2,1,2,1,2,1,1,2,,3,4,1,1,1,2,1,1,1,2,,1,8,12,6,3,5,1,2,,,,1,2,,20.41,13,2,1,1,2,2,2,4,3
1172,3,5,5,12,2,,7,2,2,1,2,2,2,2,2,2,1,95,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,,2,0,12,3,4,4,2,2,,,,1,1,2,5.74,20,2,1,1,2,1,2,7,1
1173,1,1,4,17,1,1,1,2,2,2,2,2,2,2,1,1,2,,,,,,,,,,,,,,,2,2,1,1,2,1,1,2,,2,0,12,4,4,6,2,2,,,,1,1,2,1.04,,0,1,2,2,1,2,1,1
1174,3,7,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,2,5,5,2,2,,,,1,2,,2170.72,20,2,2,2,2,2,2,12,3
1175,2,3,6,2,2,,1,2,1,1,1,2,1,1,2,2,2,,2,,1,1,2,1,2,1,1,2,,4,4,2,2,1,2,2,1,1,2,,1,12,12,8,4,4,1,2,,,,1,2,,229.73,6,2,1,2,2,2,2,12,3
1176,2,3,3,3,2,,1,2,1,1,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,2,2,2,,1,100,9,2,4,4,2,2,,,,2,,,509.17,17,1,1,1,2,2,2,,
1177,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,5,3,2,2,,,,1,2,,652.28,6,2,2,2,2,2,2,12,3
1178,1,2,8,2,1,1,2,2,2,2,2,2,1,1,2,1,2,,1,2,1,2,1,2,2,1,2,2,,,,2,2,1,1,1,1,1,1,95,2,0,12,2,1,16,1,2,,,,1,1,2,20.5,16,1,1,1,1,1,2,7,2
1179,1,2,8,12,2,,2,2,2,1,2,2,2,1,2,2,2,,2,,2,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,1,2,,2,0,12,2,4,4,2,2,,,,1,1,2,74.99,14,1,1,2,2,1,2,4,1
1180,3,7,2,3,1,2,1,2,2,1,2,2,2,2,2,2,2,,1,2,1,2,2,2,2,2,2,1,1,,,2,2,2,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,452.03,10,2,1,1,2,2,2,,
1181,1,2,4,13,2,,1,1,2,2,2,2,2,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,1,2,2,1,2,,1,99,9,3,4,6,2,2,,,,2,,,635.87,16,2,1,1,2,2,2,,
1182,4,9,4,3,,,,,,,,,,,,,,,2,,1,2,2,1,1,1,1,2,,,3,1,1,2,2,1,1,1,2,,2,0,12,6,4,4,2,2,,,,1,2,,497.58,8,1,1,2,2,2,2,5,3
1183,1,2,8,2,1,1,1,1,2,2,2,2,1,1,2,1,2,,1,1,1,2,1,1,2,1,1,2,,,5,1,1,1,1,1,1,1,2,,1,5,12,3,4,4,2,2,,,,2,,,20.83,5,2,1,1,1,2,2,,
1184,3,7,3,3,,,,,,,,,,,,,,,1,2,1,2,1,2,2,2,2,2,,,,2,2,2,2,2,2,2,2,,1,100,6,4,3,4,2,2,,,,2,,,1895.05,10,1,1,2,2,2,2,,
1185,3,5,3,12,,,,,,,,,,,,,,,2,,1,2,2,1,2,2,2,2,,,5,1,2,2,2,1,2,1,2,,2,0,12,9,3,7,2,2,,,,1,2,,156.48,15,1,1,2,2,2,2,12,3
1186,2,3,4,4,1,1,2,2,2,2,1,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,3,1,1,2,2,1,1,1,2,,2,0,12,6,4,6,2,2,,,,1,2,,610.82,5,1,1,1,2,2,2,5,3
1187,2,4,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,5,3,7,2,2,,,,1,2,,157.88,19,2,1,2,2,2,2,5,3
1188,1,1,7,19,1,1,1,2,2,1,2,1,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,9,3,8,2,2,,,,2,,,10.09,11,1,1,2,2,2,2,,
1189,2,4,5,13,1,1,1,2,2,2,2,2,1,2,2,1,2,,1,1,1,2,1,2,2,1,2,2,,,,2,2,1,1,2,1,1,2,,2,0,12,2,4,3,2,2,,,,1,1,2,389.8,9,1,1,1,2,1,2,1,1
1190,3,6,2,14,1,1,7,2,2,2,1,2,2,2,2,2,2,,1,1,7,2,2,1,2,2,2,2,,,3,2,2,1,1,1,1,2,2,,2,0,12,6,4,4,2,2,,,,2,,,1932.25,11,2,1,1,2,2,2,,
1191,2,4,4,1,2,,1,2,2,2,2,2,1,1,1,2,2,,2,,1,1,2,2,2,1,1,2,,2,,2,2,1,2,1,1,1,2,,1,70,6,5,4,4,2,2,,,,1,1,2,20.84,10,2,1,1,1,1,2,1,1
1192,3,7,5,4,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,1,100,9,5,4,4,2,2,,,,1,2,,320.86,15,2,1,1,2,2,2,2,3
1193,1,2,9,2,2,,1,1,2,2,2,2,1,1,1,2,2,,1,1,1,1,2,2,2,1,1,2,,3,,1,2,1,2,1,1,1,2,,1,12,12,6,2,4,1,2,,,,2,,,10.28,6,1,1,1,2,2,2,,
1194,1,1,2,3,1,1,1,1,1,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,2,4,3,2,2,,,,1,2,,2039.07,8,1,1,2,1,2,2,11,3
1195,4,8,4,12,2,,1,2,2,2,2,1,2,2,2,2,2,,2,,1,2,2,2,1,2,2,1,1,,,2,2,1,2,1,1,2,2,,2,0,12,6,4,5,2,2,,,,1,2,,1654.83,3,2,1,2,2,2,2,12,3
1196,1,1,4,1,2,,1,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,4,6,2,2,,,,2,,,250.94,12,2,1,2,1,2,2,,
1197,2,4,6,14,2,,1,1,2,2,2,2,1,2,2,1,2,,2,,1,2,1,2,2,1,2,2,,,,1,1,1,2,1,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,509.17,20,1,1,1,2,2,2,,
1198,1,2,2,2,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,6,4,2,2,2,,,,2,,,1627.29,19,2,1,1,2,2,2,,
1199,2,3,2,14,1,1,1,2,2,1,2,2,2,2,1,2,2,,1,1,1,2,1,2,2,2,2,2,,,,1,2,1,1,1,1,2,2,,2,0,12,3,5,3,2,2,,,,2,,,1893.87,3,1,1,2,2,2,2,,
1200,2,4,6,2,1,1,1,2,2,2,2,2,1,2,2,1,2,,1,1,1,2,1,2,2,1,2,2,,,,1,1,1,1,1,2,1,2,,1,20,12,3,4,2,2,2,,,,1,1,2,306.28,12,1,1,2,2,1,2,6,1
1201,1,2,3,12,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,2,2,2,,,,2,2,1,2,2,2,1,2,,1,20,12,8,4,6,2,2,,,,1,2,,490.89,14,1,1,1,2,2,2,12,3
1202,1,1,6,2,2,,2,1,2,2,2,1,1,1,1,2,2,,2,,2,1,1,1,1,1,1,2,,5,5,2,2,1,1,1,1,1,2,,1,55,12,2,4,6,2,2,,,,2,,,242.96,9,1,1,1,1,2,2,,
1203,4,8,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,3,4,3,2,2,,,,2,,,2004.53,18,2,1,1,2,2,2,,
1204,3,7,4,1,1,1,1,2,1,1,2,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,4,2,2,1,2,1,2,1,2,,2,0,12,7,4,6,2,2,,,,2,,,235.53,3,1,1,1,2,2,2,,
1205,2,4,7,13,1,1,1,1,2,2,2,2,1,1,1,2,2,,1,1,1,2,2,1,2,1,1,2,,,3,1,1,1,2,2,1,2,2,,2,0,12,6,4,4,1,2,,,,1,2,,306.28,15,2,1,1,1,2,2,2,3
1206,3,7,4,19,1,2,2,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,1,1,1,2,,1,30,12,8,4,5,2,2,,,,2,,,498.98,9,1,1,2,2,2,2,,
1207,4,9,4,13,2,,1,2,2,2,2,1,1,1,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,2,2,2,1,2,2,,2,0,11,6,5,11,2,2,,,,1,2,,307.35,7,2,1,2,2,2,2,2,3
1208,3,5,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,1,2,,459.35,16,1,1,2,2,2,2,7,3
1209,4,8,7,17,1,1,1,2,2,1,2,2,1,1,1,1,2,,1,1,1,2,2,2,2,1,1,2,,,,1,1,2,2,1,1,2,2,,2,0,12,5,4,4,2,2,,,,1,1,2,10.27,19,1,1,1,1,1,2,9,1
1210,2,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,6,5,1,2,2,,,,1,2,,200.93,3,2,2,2,2,2,2,5,3
1211,2,4,6,19,1,1,7,2,2,1,2,2,2,2,2,2,2,,1,1,7,2,1,2,2,2,2,2,,,,2,2,2,2,2,1,1,2,,2,0,12,9,3,4,2,2,,,,1,1,2,1.03,,0,1,2,2,2,2,1,1
1212,4,9,3,2,1,1,1,2,2,2,1,1,1,2,2,2,2,,1,1,1,2,2,1,1,1,2,2,,,4,2,2,1,2,2,2,2,2,,2,0,12,4,5,4,2,2,,,,2,,,492.68,10,2,1,2,2,2,2,,
1213,1,1,8,15,2,,7,1,2,1,2,2,1,1,1,1,2,,2,,7,1,1,2,2,1,1,2,,5,,1,1,1,1,1,1,1,2,,2,0,12,4,4,4,1,2,,,,1,1,2,10.04,17,2,1,1,1,1,1,6,2
1214,2,4,2,5,1,1,1,2,2,2,2,1,1,2,2,2,2,,1,1,1,2,2,2,1,1,2,2,,,,1,1,1,1,1,1,2,2,,2,0,12,5,5,3,2,2,,,,2,,,1893.87,18,1,1,2,2,2,2,,
1215,3,5,3,6,1,1,1,1,2,2,2,2,2,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,2,2,,2,0,12,3,4,4,2,2,,,,2,,,1595.2,6,1,1,1,1,2,2,,
1216,2,4,5,12,1,1,2,2,2,1,1,2,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,3,2,2,1,2,2,1,1,2,,1,100,7,6,4,4,2,2,,,,1,2,,1.03,,0,1,1,2,2,2,12,3
