BLDGID4,REGION4,CENDIV4,SQFTC4,PBA4,HTCNTL4,HTTHRM4,RDHTNF4,BOILER4,FURNAC4,SLFCON4,PKGHT4,HTPMPH4,DUCTHT4,REHEAT4,FNCLHT4,BBDRAD4,OTHTEQ4,OTHTQ14,CLCNTL4,CLTHRM4,RDCLNF4,CHILLR4,ACWNWL4,PKGCL4,HTPMPC4,DUCTCL4,FNCLCL4,OTCLEQ4,OTCLQ14,CHLYRC4,PKCYRC4,CFRIG4,CFRZR4,RFRIG4,RFRZR4,ICE4,SODA4,WTRCL4,OTREF4,OTREF14,PORVAC4,VAC3MP4,MONUSE4,YRCONC4,WLCNS4,RFCNS4,COMPRM4,GENER4,COGEN4,GRID4,PURPA4,FACIL4,PLANT4,BLDPLT4,ADJWT4,STRATUM4,PAIR4,ELSUPL4,NGSUPL4,FKSUPL4,STSUPL4,HWSUPL4,FACACT4,FACTSRC4
4556,3,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,5,5,2,2,,,,1,2,,652.28,6,2,2,2,2,2,2,7,3
4557,2,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,4,4,1,2,,,,1,2,,21.19,19,2,1,1,2,2,2,7,3
4558,3,7,6,4,2,,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,1,1,1,1,2,2,,2,0,12,6,6,4,2,2,,,,2,,,156.48,3,1,1,1,2,2,2,,
4559,3,5,6,2,2,,1,2,2,1,2,1,1,2,1,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,1,2,1,1,1,2,,2,0,12,7,4,4,2,2,,,,2,,,626.97,6,2,1,1,2,2,2,,
4560,4,8,3,3,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,3,2,2,2,2,2,2,2,2,,1,20,12,6,4,4,2,2,,,,2,,,2004.53,18,1,1,1,2,2,2,,
4561,3,5,7,4,1,1,1,2,2,2,1,1,1,2,2,2,2,,1,1,1,2,1,1,2,1,2,2,,,5,2,2,1,1,2,1,1,2,,2,0,12,9,4,3,2,2,,,,2,,,156.48,5,2,1,2,2,2,2,,
4562,1,2,4,13,2,,1,2,2,2,1,2,1,1,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,11,6,4,4,2,2,,,,1,2,,476.92,1,2,1,2,2,2,2,1,3
4563,2,3,2,4,1,1,1,2,2,2,1,2,2,2,2,2,2,,1,1,1,2,2,1,2,2,2,2,,,3,2,2,2,2,2,2,2,2,,1,100,4,6,4,4,2,2,,,,2,,,1636.49,1,2,1,2,2,2,2,,
4564,1,2,7,13,2,,1,1,2,2,2,2,2,2,2,2,2,,1,1,1,2,1,2,1,2,2,2,,,,1,1,1,2,2,2,1,2,,2,0,12,3,4,4,2,2,,,,2,,,476.91,10,2,1,1,1,2,2,,
4565,4,8,4,13,2,,2,2,2,1,1,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,3,1,1,1,1,1,1,2,2,,2,0,12,6,4,4,2,2,,,,1,1,2,696.62,2,1,1,1,2,2,2,1,1
4566,1,2,2,3,1,1,1,2,2,1,2,2,2,2,1,2,2,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,2,0,12,4,4,4,2,2,,,,2,,,2039.07,14,1,1,1,2,2,2,,
4567,4,9,2,14,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,1,1,2,2,1,1,2,2,,2,0,8,9,4,2,2,2,,,,2,,,1509.24,15,1,1,1,2,2,2,,
4568,3,6,2,4,2,,1,2,2,2,2,1,2,2,2,2,2,,2,,1,2,2,2,1,2,2,2,,,,2,2,2,2,2,2,1,2,,2,0,12,4,4,3,2,2,,,,1,2,,2170.72,11,2,1,2,2,2,2,13,3
4569,1,2,6,3,2,,1,1,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,1,2,2,2,2,,,2,2,2,1,2,2,2,1,2,,1,28,12,2,4,4,2,2,,,,2,,,327.35,19,1,1,1,2,2,2,,
4570,3,5,6,13,2,,1,1,2,2,2,1,1,2,2,2,2,,2,,1,2,2,1,1,2,2,2,,,3,1,1,1,2,1,1,1,2,,2,0,12,6,4,3,2,2,,,,2,,,347.16,15,2,1,2,2,2,2,,
4571,2,3,5,13,2,,1,1,2,2,2,2,2,2,2,1,2,,2,,1,2,1,2,2,2,2,2,,,,1,2,2,1,2,1,2,2,,2,0,12,4,4,4,2,2,,,,1,2,,324.11,14,1,1,1,2,2,2,3,3
4572,3,5,5,4,1,1,1,1,2,2,2,2,1,2,2,2,2,,1,1,2,2,2,2,2,1,1,2,,,,2,2,1,1,1,1,1,2,,2,0,12,6,4,4,2,2,,,,1,1,2,235.53,17,2,1,1,1,2,2,6,2
4573,3,5,6,2,2,,1,2,2,2,2,2,1,1,2,2,2,,2,,1,1,2,2,2,1,1,2,,3,,2,2,1,2,2,1,1,2,,1,5,12,6,1,6,1,2,,,,1,2,,313.81,6,1,1,2,2,2,2,4,3
4574,4,8,2,3,2,,1,2,1,2,2,2,2,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,5,2,2,2,2,2,1,2,2,,2,0,12,9,4,4,2,2,,,,2,,,1509.24,19,2,1,1,2,2,2,,
4575,2,3,2,14,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,1,1,2,2,1,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,1508.84,7,1,1,1,2,2,2,,
4576,3,7,2,3,1,1,1,2,2,2,1,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,2,2,2,1,1,2,,2,0,12,6,4,4,2,2,,,,2,,,1895.05,13,1,1,1,2,2,2,,
4577,3,7,5,16,2,,7,1,2,2,1,2,1,2,1,2,2,,2,,7,1,2,1,2,1,1,2,,2,5,1,1,1,2,1,1,1,2,,2,0,12,5,4,3,1,2,,,,2,,,496.13,3,2,1,1,2,2,2,,
4578,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,5,4,2,2,,,,1,2,,1895.05,1,2,2,2,2,2,2,5,3
4579,2,3,2,3,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,2,2,2,2,2,1,2,2,,,,2,1,1,2,1,1,2,2,,2,0,12,5,4,6,2,2,,,,2,,,2392.14,8,1,1,1,2,2,2,,
4580,1,2,4,4,2,,1,2,2,1,2,2,2,2,2,1,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,1,33,12,5,4,5,2,2,,,,1,1,2,459.35,1,1,1,2,2,1,2,1,2
4581,4,9,5,12,1,1,2,2,1,2,1,2,2,2,2,2,2,,1,1,2,2,2,1,2,2,2,2,,,3,2,2,1,2,2,1,1,2,,2,0,12,6,3,3,1,2,,,,2,,,163.32,1,1,1,1,2,2,2,,
4582,1,2,4,13,1,1,2,1,2,2,2,2,2,2,2,1,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,1,2,1,1,2,,2,0,12,1,4,3,2,2,,,,1,2,,317.29,14,1,1,1,2,2,2,1,3
4583,3,7,6,13,1,1,1,2,2,2,2,2,1,2,1,2,2,,1,1,1,1,2,2,2,2,1,2,,5,,1,1,2,2,1,1,1,2,,1,100,9,5,4,4,2,2,,,,1,2,,4.96,10,1,1,1,2,2,2,2,1
4584,2,3,4,4,1,1,1,2,1,1,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,1,2,2,0,12,5,5,3,2,2,,,,2,,,1636.49,17,2,1,1,2,2,2,,
4585,4,9,4,2,2,,1,2,2,2,2,1,1,2,2,2,2,,2,,1,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,2,2,,2,0,12,5,4,4,2,2,,,,2,,,1735.25,7,2,1,2,2,2,2,,
4586,4,9,4,13,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,1,1,2,1,1,2,,2,0,10,6,4,4,2,2,,,,1,2,,460.95,15,1,1,2,2,2,2,2,3
4587,3,7,6,2,1,1,2,2,2,2,2,2,1,1,1,2,2,,1,1,2,2,2,2,2,1,1,2,,,,2,2,1,2,1,1,1,2,,1,20,12,4,4,4,2,2,,,,1,1,2,10.04,19,2,1,2,1,1,2,6,2
4588,3,6,2,4,1,1,1,2,2,1,2,2,2,2,2,2,2,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,1,2,,2,0,12,4,4,3,2,2,,,,2,,,1595.2,1,2,1,2,2,2,2,,
4589,4,9,3,4,1,2,1,2,1,1,2,2,1,2,2,2,2,,1,2,1,2,2,1,2,2,2,2,,,4,2,2,1,2,1,1,2,2,,2,0,12,6,5,4,1,2,,,,1,2,,502.74,20,1,1,1,2,2,2,11,3
4590,4,9,5,17,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,6,4,1,2,2,,,,1,2,,362.37,8,1,1,2,2,2,2,9,3
4591,1,1,7,2,1,2,1,1,2,1,2,2,1,1,1,2,2,,1,2,1,1,1,1,2,1,1,2,,3,2,1,1,1,1,2,1,1,2,,1,6,12,5,4,4,1,2,,,,2,,,96,12,1,1,2,1,2,2,,
4592,4,9,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,1,2,,2,0,12,5,6,5,2,2,,,,1,2,,326.63,11,2,1,2,2,2,2,7,3
4593,3,7,2,4,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,1,5,3,2,2,,,,2,,,2170.72,20,2,1,1,2,2,2,,
4594,1,1,2,3,1,1,1,1,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,2,0,12,3,4,4,2,2,,,,1,2,,1849.99,11,2,1,2,1,2,2,11,3
4595,4,9,5,2,,,,,,,,,,,,,,,2,,7,1,2,2,2,1,1,2,,3,,2,2,2,2,2,2,1,1,2,2,0,12,6,3,4,2,2,,,,2,,,323.85,19,2,1,2,1,2,2,,
4596,3,5,6,2,2,,1,2,2,1,1,1,1,1,1,1,2,,2,,2,1,2,2,1,1,2,2,,5,,1,1,1,2,1,1,1,2,,1,34,12,8,11,4,1,2,,,,1,2,,10.39,8,1,1,1,2,2,2,4,3
4597,2,3,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,2,2,2,1,2,2,2,2,2,,2,0,12,5,4,4,2,2,,,,2,,,513.05,16,2,1,1,2,2,2,,
4598,3,6,2,12,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,1,2,2,1,2,1,2,2,,,3,2,2,1,2,2,1,1,2,,1,49,12,3,4,4,2,2,,,,2,,,414.56,10,1,1,1,2,2,2,,
4599,1,2,6,13,1,1,1,1,2,2,2,2,2,2,2,1,2,,2,,1,2,1,2,2,2,2,2,,,,2,2,1,2,2,1,2,2,,2,0,12,2,4,4,2,2,,,,1,1,1,1.73,1,2,1,1,2,2,2,2,1
4600,2,4,3,4,1,1,1,2,2,2,1,2,1,2,2,2,2,,1,2,1,2,2,1,2,1,2,2,,,5,2,2,1,2,2,2,2,2,,2,0,12,4,4,3,2,2,,,,2,,,1991.37,15,2,1,2,2,2,2,,
4601,1,2,3,3,2,,2,1,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,,2,0,12,3,4,4,2,2,,,,2,,,2039.07,19,1,1,1,1,2,2,,
4602,3,5,4,2,2,,1,2,2,2,1,2,1,2,1,1,2,,2,,1,2,1,1,2,1,2,2,,,4,2,2,1,2,2,1,1,2,,2,0,12,3,4,4,1,2,,,,1,1,2,5.74,20,2,1,1,1,1,2,7,1
4603,2,4,6,10,2,,1,2,2,2,2,2,1,1,2,2,2,,2,,1,1,2,2,2,1,2,2,,2,,2,1,1,1,2,1,1,2,,2,0,12,5,4,4,2,2,,,,1,1,2,153.14,17,2,1,1,2,1,2,1,1
4604,4,9,2,3,2,,1,2,2,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,2,2,2,,,3,1,1,2,2,2,2,2,2,,2,0,12,6,4,3,2,2,,,,1,2,,1509.24,12,2,1,1,2,2,2,5,3
4605,2,4,5,3,2,,1,1,1,2,1,1,1,2,2,1,2,,2,,1,2,2,1,2,1,2,2,,,5,1,1,1,2,1,1,1,2,,2,0,12,8,4,4,1,2,,,,2,,,263.93,20,2,1,1,2,2,2,,
4606,2,3,5,5,2,,2,2,2,2,2,2,2,2,1,1,2,,2,,2,2,1,2,2,1,2,2,,,,2,2,2,2,2,2,1,2,,2,0,12,1,4,3,2,2,,,,1,1,2,306.28,19,2,1,2,2,1,2,1,1
4607,3,5,5,4,2,,1,1,2,2,2,1,1,2,1,1,2,,2,,1,1,2,1,1,1,1,2,,2,3,1,2,2,1,1,2,1,2,,2,0,12,4,4,2,2,2,,,,2,,,498.98,16,2,1,1,2,2,2,,
4608,3,5,3,3,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,2,,,2,2,2,2,2,2,1,1,2,,1,50,12,5,3,3,2,2,,,,1,2,,395.71,6,2,1,2,2,2,2,17,3
4609,3,5,9,12,2,,1,2,1,1,2,2,2,2,2,2,2,,2,,1,2,1,1,2,2,2,2,,,5,2,2,1,2,2,1,1,2,,2,0,12,9,3,6,1,2,,,,2,,,10.09,9,2,1,2,1,2,2,,
4610,2,3,4,3,2,,2,2,2,1,2,2,1,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,2,1,1,2,2,2,1,2,2,,2,0,12,5,4,4,2,2,,,,2,,,509.17,19,1,1,1,2,2,2,,
4611,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,,1,1,1,2,1,1,2,2,2,2,,,5,2,2,2,2,2,2,2,2,,1,30,12,3,5,4,2,2,,,,2,,,2039.07,5,1,1,1,2,2,2,,
4612,2,4,5,2,2,,1,1,1,1,2,2,2,2,2,1,2,,2,,1,2,1,1,2,1,2,2,,,3,2,2,1,1,1,1,1,2,,1,10,12,3,5,6,2,2,,,,1,2,,306.28,2,1,1,1,2,2,2,12,3
4613,3,5,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,,1,9,12,3,4,4,2,2,,,,2,,,612.45,2,2,1,2,2,2,2,,
4614,3,6,2,3,1,1,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,2,0,12,9,4,3,2,2,,,,1,2,,1895.05,10,1,1,1,2,2,2,5,3
4615,1,1,3,3,2,,1,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,1,95,12,2,4,5,2,2,,,,2,,,1638.2,4,1,1,2,2,2,2,,
4616,4,9,7,19,2,,7,2,2,2,2,1,1,2,2,2,2,,2,,7,2,2,2,1,1,2,2,,,,2,2,1,2,2,2,2,2,,2,0,12,6,4,7,2,2,,,,1,2,,10.04,11,1,1,2,2,2,2,6,3
4617,3,5,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,,1,1,2,2,2,1,2,1,2,2,,,2,2,2,2,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,2,,,2146.52,6,2,1,2,2,2,2,,
4618,2,3,2,2,2,,1,2,1,2,2,2,2,2,2,2,2,,1,2,1,2,1,1,2,2,2,2,,,5,2,2,1,2,2,2,1,2,,2,0,12,4,4,3,2,2,,,,2,,,1636.1,14,2,1,1,2,2,2,,
4619,2,4,2,4,2,,1,2,1,2,2,2,1,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,5,2,2,2,2,2,2,1,2,,2,0,12,5,4,3,2,2,,,,1,2,,1636.49,17,1,1,1,2,2,2,13,3
4620,3,5,3,3,2,,1,2,1,2,1,2,1,2,2,2,2,,2,,1,2,1,1,2,1,2,2,,,5,2,2,1,2,2,1,1,2,,2,0,12,4,4,4,2,2,,,,2,,,2170.72,6,2,1,1,2,2,2,,
4621,3,5,4,2,1,1,2,2,2,2,2,1,1,2,2,2,2,,1,1,2,2,2,2,1,1,2,2,,,,2,2,1,2,2,1,2,2,,1,50,12,9,4,5,2,2,,,,1,2,,239.78,12,1,1,2,2,2,2,4,3
4622,1,2,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,4,4,4,2,2,,,,1,1,2,6.55,14,2,2,2,2,2,2,6,2
4623,4,9,4,4,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,2,2,2,2,2,2,,2,0,10,6,4,2,2,2,,,,1,2,,460.95,15,1,1,2,2,2,2,2,3
4624,1,1,7,2,1,2,1,1,2,2,1,1,1,2,1,2,2,,1,1,1,1,2,1,1,1,1,2,,3,3,1,1,1,2,1,1,1,2,,2,0,12,6,3,4,1,2,,,,2,,,10.28,11,1,1,1,2,2,2,,
4625,4,9,4,13,2,,1,2,2,1,2,2,2,2,2,2,2,,2,,1,2,2,1,2,1,2,2,,,3,2,2,2,2,2,2,2,2,,2,0,10,6,4,2,2,2,,,,1,2,,460.95,15,1,1,2,2,2,2,2,3
4626,2,4,3,3,2,,2,2,2,1,2,2,2,2,2,2,2,,2,,2,2,2,1,2,1,2,2,,,2,1,2,1,2,2,1,1,2,,2,0,12,5,4,5,2,2,,,,2,,,1636.49,17,1,1,1,2,2,2,,
4627,3,6,6,12,2,,2,2,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,0,12,8,6,5,2,2,,,,1,2,,22.3,1,2,1,1,2,2,2,7,3
4628,4,9,3,13,2,,1,1,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,,2,0,12,4,4,4,2,2,,,,1,2,,1509.24,15,2,1,1,2,2,2,2,3
4629,2,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,3,4,5,2,2,,,,1,2,,21.19,19,2,2,2,2,2,2,7,3
4630,1,1,8,15,2,,7,1,2,1,2,2,1,1,1,1,2,,2,,7,1,1,1,2,1,1,2,,4,4,1,1,1,2,1,1,1,2,,2,0,12,6,4,6,1,2,,,,2,,,20.84,7,1,1,1,1,2,2,,
4631,3,5,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,75,12,5,4,4,2,2,,,,2,,,22.3,8,1,1,2,2,2,2,,
4632,4,9,7,2,2,,1,2,2,1,2,2,1,1,2,2,2,,2,,1,1,2,1,2,1,1,2,,2,4,1,2,1,1,1,1,1,2,,1,5,12,5,3,4,1,2,,,,1,2,,163.32,14,2,1,1,2,2,2,4,3
4633,2,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,,1,100,0,2,4,4,2,2,,,,2,,,77.34,19,2,2,2,2,2,2,,
