Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,LULC,County,FloodZone,DWSII,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,RoofReplaceYear,HazusGBM
50,38333-050-130,106 BISCAYNE DR PANAMA CITY BEACH 32413,SINGLE FAM (000100),2328,1.0,1994,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['6052', '9801274']","['19950828', '19980715']","['XTRA', 'RENO']","['EXTRA FEAT', 'RENOVATION']","['12,000', '1,700']",30.231778,-85.897991,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1994,WSF1_gab_1_6d_strap_std_0_3
51,38333-050-125,139 BONAIRE DR PANAMA CITY BEACH 32413,SINGLE FAM (000100),3010,1.0,1996,CB STUCCO; VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['20101361', '6128']","['20101228', '19951001']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['10,000', '80,000']",30.23123,-85.898496,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_hip_1_6d_strap_std_0_3
52,38333-050-115,128 BONAIRE DR PANAMA CITY BEACH 32413,SINGLE FAM (000100),1901,1.0,1996,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['20200090', 'B0628', '2366', '9700347', '6819']","['20190110', '20030317', '19991228', '19970226', '19951127']","['RERF', 'RENO', 'POOL', 'XTRA', 'NC']","['RE-ROOF', 'RENOVATION', 'POOLS', 'EXTRA FEAT', 'NEW CONST.']","['0', '1,170', '15,000', '18,000', '70,000']",30.232383,-85.899031,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_8d_strap_std_0_3
53,38333-050-112,122 BONAIRE DR PANAMA CITY BEACH 32413,SINGLE FAM (000100),2480,1.0,1996,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['2011616', '1259', '1098', '6114']","['20110502', '20010809', '20010710', '19950926']","['RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'ADDITION', 'POOLS', 'NEW CONST.']","['10,500', '4,225', '12,000', '80,000']",30.232984,-85.89903,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_8d_strap_std_0_3
54,38333-050-111,120 BONAIRE DR PANAMA CITY BEACH 32413,SINGLE FAM (000100),2640,1.0,1995,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['18-1672', 'B1982', 'B1946', '6080']","['20180607', '20011031', '20011023', '19950908']","['RERF', 'ADD', 'POOL', 'NC']","['RERF', 'ADDITION', 'POOLS', 'NEW CONST.']","['0', '5,650', '14,000', '69,000']",30.233177,-85.899017,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_hip_1_8d_strap_no_1_3
55,38333-050-105,109 BONAIRE DR PANAMA CITY BEACH 32413,SINGLE FAM (000100),2184,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['202000027', '201803163']","['20200103', '20181121']","['RERF', 'RERF']","['RERF', 'RERF']","['0', '0']",30.233257,-85.898034,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_gab_1_6d_strap_std_0_3
56,38307-000-000,211 SAN SOUCI ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),1940,1.0,1998,CB STUCCO,ENG SHINGL,DRYWALL,MASONARY,CARPET; CLAY TILE,"['201901555', '9701856']","['20190415', '19971113']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '55,000']",30.237131,-85.912885,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_hip_1_6d_strap_no_0_3
57,38301-000-000,204 SAN SOUCI ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),1778,1.0,1988,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['17-2153', '13-762', '13-649', '6825']","['20171023', '20130501', '20130417', '19951128']","['SIDG', 'RERF', 'STOR', 'ROOF']","['SIDING REPLACEMENT', 'RERF', 'LOFTED BARN', 'ROOF']","['14,050', '0', '1,995', '1,500']",30.237701,-85.913419,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_hip_1_8d_tnail_wkd_0_3
58,38298-000-000,212 SAN SOUCI ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),2529,1.0,1964,CB STUCCO,ENG SHINGL,PLASTER; PLYWOOD,NONE REPORTED,SHT VINYL; CARPET,"['20091474', '93-6112']","['20091112', '19930507']","['RERF', 'ADD']","['RE-ROOF', 'ADDITION']","['3,000', '6,387']",30.237041,-85.913403,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1964,WSF1_hip_1_6d_tnail_no_1_3
59,38270-000-000,116 VESTAVIA ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),2003,1.0,1996,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['16-2050'],['20151124'],['RERF'],['RERF'],['0'],30.238314,-85.912435,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_8d_strap_std_0_3
60,38259-000-000,112 SAN SOUCI ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),2571,1.0,1993,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['17-1121', '200527', '9512329', '925624']","['20170517', '20050105', '19951108', '19920408']","['RERF', 'POOL', 'ROOF', 'NC']","['RERF', 'POOLS', 'ROOF', 'NEW CONST.']","['0', '20,000', '0', '75,000']",30.23917,-85.913438,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_gab_1_6d_strap_std_0_3
61,38256-050-000,120 SAN SOUCI ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),1687,1.0,1993,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET,"['201902576', '201902576', '17-1453', '93-6145']","['20190708', '20190708', '20170711', '19930526']","['RERF', 'RERF', 'RENO', 'NC']","['RE-ROOF', 'RE-ROOF', 'RENO', 'NEW CONST.']","['0', '0', '3,500', '37,000']",30.238517,-85.913421,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_gab_1_8d_strap_std_0_3
62,38254-025-000,121 WELLS ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),2204,1.0,2003,AVERAGE,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['201901603', '1243']","['20190417', '20020705']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '116,600']",30.238846,-85.913809,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_gab_1_8s_strap_sup_1_3
63,38245-000-000,206 WELLS ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),1738,1.0,1965,PREFAB; ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['202102014', '202100860', '201802984', '16-0827', '9600476']","['20210427', '20210301', '20181102', '20160412', '19960112']","['RERF', 'RERF', 'RERF', 'SIDG', 'ROOF']","['RERF', 'RERF', 'RERF', 'SIDING', 'ROOF']","['0', '0', '0', '1,000', '0']",30.237685,-85.91429,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_hip_1_6d_tnail_no_0_3
64,38243-000-000,128 WELLS ST S PANAMA CITY BEACH 32413,SINGLE FAM (000100),990,1.0,1970,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['15-1224', '2006572', '7302']","['20150706', '20060328', '19960220']","['ROOF', 'RENO', 'ROOF']","['ROOF', 'RENOVATION', 'ROOF']","['0', '0', '350']",30.23839,-85.91437,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_no_0_3
65,38198-015-000,111 SAN SOUCI ST N PANAMA CITY BEACH 32413,SINGLE FAM (000100),682,1.0,1984,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK; CLAY TILE,['6654'],['19951109'],['REP'],['REPAIRS'],['800'],30.241862,-85.91348,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1984,WSF1_hip_1_8d_tnail_no_1_3
66,38194-000-000,146 WELLS ST N PANAMA CITY BEACH 32413,SINGLE FAM (000100),2810,1.0,1973,COMMON BRK; VINYL,ENG SHINGL,PLYWOOD,NONE REPORTED,SHT VINYL; CARPET,"['202002152', '1136', '9802654', '9601431']","['20200810', '20010716', '19981221', '19961002']","['RERF', 'RENO', 'ADD', 'ROOF']","['RE-ROOF', 'RENOVATION', 'ADDITION', 'ROOF']","['0', '2,200', '3,050', '2,500']",30.242799,-85.914244,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_6d_tnail_wkd_0_3
67,36068-175-380,322 TERRAPIN WAY PANAMA CITY BEACH 32413,SINGLE FAM (000100),1917,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['12-1668'],['20121121'],['NC'],['SINGLE FAMILY'],"['106,150']",30.263934,-85.955663,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
68,36068-175-320,308 TERRAPIN WAY PANAMA CITY BEACH 32413,SINGLE FAM (000100),2158,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,HARDWOOD; CARPET,['12-1025'],['20120724'],['NC'],['SINGLE FAMILY'],"['106,150']",30.26506,-85.956654,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
69,36068-175-210,212 TURTLE COVE PANAMA CITY BEACH 32413,SINGLE FAM (000100),2017,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['11-1387'],['20111018'],['NC'],['SINGLE FAMILY'],"['110,605']",30.264872,-85.956838,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
70,36068-175-170,204 TURTLE COVE PANAMA CITY BEACH 32413,SINGLE FAM (000100),2017,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['12-899'],['20120619'],['NC'],['SINGLE FAMILY'],"['110,605']",30.264445,-85.956947,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_sup_1_3
71,36068-175-100,118 TURTLE COVE PANAMA CITY BEACH 32413,SINGLE FAM (000100),2097,1.0,2011,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,['11-1122'],['20110909'],['NC'],['SINGLE FAMILY'],"['110,605']",30.263815,-85.956395,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2011,WSF1_gab_1_8s_strap_sup_1_3
72,36068-175-090,116 TURTLE COVE PANAMA CITY BEACH 32413,SINGLE FAM (000100),1703,1.0,2012,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['15-0511', '11-1145']","['20150319', '20110915']","['NC', 'NC']","['SINGLE FAMILY', 'SINGLE FAMILY']","['0', '90,640']",30.263898,-85.956516,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_gab_1_8s_strap_sup_1_3
73,36068-175-060,110 TURTLE COVE PANAMA CITY BEACH 32413,SINGLE FAM (000100),2097,1.0,2011,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,['11-1117'],['20110909'],['NC'],['SINGLE FAMILY'],"['101,365']",30.263799,-85.955999,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2011,WSF1_hip_1_8s_strap_sup_1_3
74,36068-175-020,102 TURTLE COVE PANAMA CITY BEACH 32413,SINGLE FAM (000100),1718,1.0,2013,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['12-1496'],['20121010'],['NC'],['SINGLE FAMILY'],"['94,215']",30.263544,-85.955356,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2013,WSF1_hip_1_8s_strap_sup_1_3
75,36068-152-000,125 TERRAPIN CLOSE PANAMA CITY BEACH 32413,SINGLE FAM (000100),2392,1.5,2015,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['14-472'],['20140307'],['NC'],['SINGLE FAMILY'],"['160,000']",30.263483,-85.957133,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
76,36068-148-000,203 TERRAPIN CLOSE PANAMA CITY BEACH 32413,SINGLE FAM (000100),1702,1.0,2011,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['2011168'],['20110216'],['NC'],['NEW CONST.'],"['102,000']",30.263884,-85.95757,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2011,WSF1_gab_1_8s_strap_sup_1_3
77,35350-300-260,301 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2987,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,['15-0437'],['20150310'],['NC'],['SINGLE FAMILY'],"['325,393']",30.253836,-85.934745,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
78,35350-300-230,307 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2307,1.0,2015,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['15-1707', '15-1297']","['20150924', '20150716']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '278,065']",30.253618,-85.934212,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
79,35350-300-190,315 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2066,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['16-0072', '16-0073', '15-1365']","['20160111', '20160111', '20150728']","['ROOF', 'ROOF', 'NC']","['ROOF', 'ROOF', 'SINGLE FAMILY']","['0', '0', '246,104']",30.253281,-85.933569,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2016,WSF1_hip_1_8s_strap_sup_1_3
80,35350-300-180,317 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2431,1.0,2015,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['15-0865', '15-0695']","['20150513', '20150416']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '278,511']",30.253194,-85.933401,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
81,35350-300-150,323 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2528,1.0,2015,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['15-1591', '15-959']","['20150902', '20150601']","['RERF', 'NC']","['RERF', 'SINGLE FAMILY']","['0', '287,197']",30.252955,-85.932908,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
82,35350-300-140,325 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2640,1.0,2015,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['15-0181'],['20150202'],['ROOF'],['ROOF'],['0'],30.252854,-85.932747,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
83,35350-300-110,220 LAUREL OAK LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2329,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['15-0560', '15-0301']","['20150327', '20150218']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '277,397']",30.252759,-85.933254,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
84,35350-300-090,216 LAUREL OAK LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2333,1.0,2015,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['15-0503', '15-0300']","['20150318', '20150218']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '278,065']",30.252929,-85.93358,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_sup_1_3
85,35350-300-080,214 LAUREL OAK LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2528,1.0,2015,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['15-0097'],['20150116'],['ROOF'],['ROOF'],['0'],30.253016,-85.933742,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
86,35350-300-020,202 LAUREL OAK LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2681,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.253515,-85.934731,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
87,35350-300-010,200 LAUREL OAK LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2840,1.0,2015,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.253597,-85.934903,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
88,35350-250-200,102 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2652,1.0,2014,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.253045,-85.934945,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_sup_1_3
89,35350-250-170,108 BLUE SAGE LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2668,1.0,2014,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,['14-1116'],['20140609'],['NC'],['SINGLE FAMILY'],"['150,535']",30.252818,-85.934432,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_gab_1_8s_strap_sup_1_3
90,35350-250-160,110 BLUE SAGE LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2533,1.0,2014,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['14-1957', '14-01629']","['20141022', '20140827']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '141,845']",30.252725,-85.934278,hip,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_sup_1_3
91,35350-250-140,114 BLUE SAGE LN PANAMA CITY BEACH 32413,SINGLE FAM (000100),2584,1.0,2014,ABOVE AVG.; STONE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,['14-0982'],['20140519'],['NC'],['SINGLE FAMILY'],"['143,385']",30.252558,-85.933952,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_gab_1_8s_strap_sup_1_3
92,35350-250-120,118 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2713,1.0,2015,ABOVE AVG.; BD/BTN ABV,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['14-1925', '14-1754']","['20141020', '20140924']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '0']",30.252379,-85.933624,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_gab_1_8s_strap_sup_1_3
93,35350-250-090,117 BLUE SAGE RD PANAMA CITY BEACH 32413,SINGLE FAM (000100),2894,1.0,2014,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['14-1955', '14-1448']","['20141022', '20140728']","['ROOF', 'NC']","['ROOF', 'SINGLE FAMILY']","['0', '160,710']",30.252067,-85.934064,gab,0.03,BAY,V,133.0,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_gab_1_8s_strap_sup_1_3
94,34887-500-024,104 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),3456,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['1485', '1085', '4650']","['20040727', '20040604', '20040407']","['ENCL', 'POOL', 'NC']","['SCREEN ENC', 'POOLS', 'NEW CONST.']","['4,200', '25,000', '170,170']",30.186143,-85.801587,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_hip_1_8s_strap_sup_1_3
95,34887-500-023,106 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),3292,1.0,2004,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['1469', '1084', '4585', '2004126']","['20040722', '20040604', '20040329', '20040120']","['ENCL', 'POOL', 'ADD', 'NC']","['SCREEN ENC', 'POOLS', 'ADDITION', 'NEW CONST.']","['3,995', '23,500', '0', '176,110']",30.186047,-85.801433,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2004,WSF1_hip_1_8s_strap_sup_1_3
96,34887-500-021,110 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),2799,1.0,2003,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['201803195', '201803214', '1150']","['20181127', '20181127', '20030527']","['ADD', 'RERF', 'POOL']","['POOL ENCLOSURE', 'RERF', 'POOLS']","['8,000', '0', '14,000']",30.1859,-85.801116,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_gab_1_8s_strap_sup_1_3
97,34887-500-019,114 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),2812,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.185765,-85.800842,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_gab_1_8d_strap_no_0_3
98,34887-500-018,116 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),3081,1.0,2003,CB STUCCO,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['00024', '02-01431', '1298']","['20030102', '20020812', '20020717']","['ADD', 'NC', 'POOL']","['ADDITION', 'NEW CONST.', 'POOLS']","['4,500', '168,685', '12,000']",30.185661,-85.800717,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_hip_0_8s_strap_sup_1_3
99,34887-500-014,124 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),3372,1.0,2003,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['201901537', '0854', '425', 'B568']","['20190411', '20030419', '20030219', '20020311']","['RERF', 'ADD', 'POOL', 'NC']","['RE-ROOF', 'ADDITION', 'POOLS', 'NEW CONST.']","['0', '4,250', '20,000', '161,260']",30.185357,-85.800092,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_hip_1_8s_strap_sup_1_3
100,34887-500-013,126 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),2872,1.0,2001,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,['202002962'],['20201026'],['RERF'],['RE-ROOF'],['0'],30.185411,-85.799861,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2001,WSF1_gab_1_6d_strap_no_0_3
101,34887-500-011,121 TIERRA VERDE TRL PANAMA CITY BEACH 32407,SINGLE FAM (000100),3252,1.0,2002,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['201803199', '1941', '0570']","['20181127', '20020930', '20020311']","['ADD', 'ADD', 'NC']","['POOL ENCLOSURE', 'ADDITION', 'NEW CONST.']","['10,000', '4,250', '161,260']",30.185878,-85.79969,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_hip_0_8s_strap_sup_1_3
