Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,LULC,County,FloodZone,DWSII,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,RoofReplaceYear,HazusGBM
231,34478-000-000,610 LAUREL ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2000,1.0,1981,WD FR STUC,ENG SHINGL,DRYWALL,WOOD FRAME,SHT VINYL; CARPET,"['202000591', '19-1645', '201901645', '201900124', '9800814', '5318']","['20200302', '20190419', '20190419', '20190110', '19980511', '19940603']","['ADD', 'NC', 'NC', 'RERF', 'ADD', 'ADD']","['SUN ROOM', 'ROOF', 'ROOF', 'RE-ROOF', 'ADDITION', 'ADDITION']","['20,000', '35,000', '35,000', '0', '12,800', '500']",30.197591,-85.838542,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1981,WSF1_gab_1_6d_tnail_wkd_0_3
232,34470-000-000,615 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1107,1.0,1983,WD FR STUC; VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['17-2621', '7099']","['20171212', '19960111']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '800']",30.197114,-85.838843,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_8d_tnail_wkd_0_3
233,34464-000-000,410 AZALEA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1160,1.0,1960,CB STUCCO; VINYL,ENG SHINGL,DRYWALL,MASONARY,CLAY TILE; HARDWOOD,"['15-0898', '6233', '9411675']","['20150519', '19951013', '19941122']","['RERF', 'ROOF', 'ROOF']","['RERF', 'ROOF', 'ROOF']","['0', '150', '0']",30.202277,-85.844089,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_hip_1_8d_tnail_no_0_3
234,34459-000-000,314 AZALEA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1260,1.0,1994,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['2010440'],['20100430'],['RERF'],['RE-ROOF'],"['6,400']",30.203266,-85.844124,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1994,WSF1_hip_1_6d_strap_no_1_3
235,34453-000-000,204 AZALEA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1296,1.0,1983,WD FR STUC; VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20081108', '925879']","['20080422', '19921125']","['POOL', 'ADD']","['POOLS', 'ADDITION']","['115', '22,000']",30.205263,-85.843984,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1983,WSF1_hip_1_8d_tnail_wkd_0_3
236,34448-020-000,213 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1957,1.0,1985,WD FR STUC; ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['201901014'],['20190306'],['RERF'],['RE-ROOF'],['0'],30.204562,-85.844516,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1985,WSF1_hip_1_8d_tnail_wkd_0_3
237,34447-000-000,305 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1535,1.0,1993,WD FR STUC; ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['6309'],['19931005'],['NC'],['NEW CONST.'],"['43,000']",30.204075,-85.844467,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_gab_1_8d_strap_std_0_3
238,34446-010-000,307 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2252,1.0,2003,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['03-01782', '2355']","['20030819', '20021122']","['STOR', 'NC']","['STORAGE', 'NEW CONST.']","['1,000', '122,430']",30.203932,-85.844461,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2003,WSF1_hip_1_8s_strap_sup_1_3
239,34427-000-000,304 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1677,1.0,1981,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; VINYL PLNK,"['17-2344', '9601744', '5442']","['20171113', '19961115', '19911022']","['RERF', 'ROOF', 'ADD']","['RERF', 'ROOF', 'ADDITION']","['0', '1,553', '6,000']",30.204107,-85.844951,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_6d_tnail_wkd_0_3
240,34423-000-000,406 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1544,1.0,1964,COMMON BRK; VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL ASB,"['201902307', '9601386']","['20190613', '19960930']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '2,000']",30.202786,-85.844999,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_hip_1_6d_tnail_wkd_0_3
241,34421-000-000,410 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2132,1.0,1977,ABOVE AVG.,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['18-2951'],['20181031'],['RERF'],['RE-ROOF'],['0'],30.20246,-85.845055,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1977,WSF1_gab_1_6d_tnail_wkd_0_3
242,34411-000-000,506 WISTERIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1700,1.0,1952,ASB SHNGLE,ENG SHINGL,PLYWOOD,NONE REPORTED,VINYL ASB; CARPET,"['14-1376', '13-2024', '99-00060', '925636']","['20140716', '20131015', '19990111', '19920416']","['RENO', 'RERF', 'ROOF', 'ALTR']","['RENO', 'RERF', 'ROOF', 'ALTERATION']","['2,400', '0', '2,918', '19,000']",30.2006,-85.84318,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1999,WSF1_hip_1_6d_tnail_wkd_0_3
243,34408-000-000,613 AZALEA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2076,1.0,1956,CB STUCCO; VINYL,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,CLAY TILE,"['15-0478', '15-0477', '13-1437']","['20150316', '20150315', '20130815']","['REP', 'REP', 'RENO']","['FIRE DAMAGE REPAIR', 'FIRE DAMAGE REPAIR', 'FIRE DAMAGE RENO']","['27,144', '27,144', '27,144']",30.199259,-85.843695,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1956,WSF1_gab_1_8d_tnail_no_1_3
244,34402-000-000,606 WISTERIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2312,1.0,1977,VINYL,ENG SHINGL,PLASTER; DRYWALL,NONE REPORTED,TERRAZZO; CARPET,"['201903751', '0201119', '9600689', '915494']","['20191009', '20020611', '19960702', '19911216']","['RERF', 'RERF', 'REP', 'ALTR']","['RE-ROOF', 'RE-ROOF', 'REPAIRS', 'ALTERATION']","['0', '2,180', '2,160', '20,000']",30.199937,-85.843251,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1977,WSF1_hip_1_6d_tnail_wkd_0_3
245,34377-000-000,508 AZALEA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1459,1.0,1950,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CONC FINSH; CLAY TILE,"['202100818', '14-1301', '03-01867']","['20210302', '20140702', '20030827']","['POOL', 'ROOF', 'ADD']","['POOLS', 'ROOF', 'ADDITION']","['50,650', '0', '700']",30.201284,-85.844104,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_wkd_0_3
246,34374-000-000,13502 PETUNIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1495,1.0,1954,CONC BLOCK; VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL ASB,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.20068,-85.84427,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1954,WSF1_hip_1_6d_tnail_wkd_0_3
247,34372-000-000,13506 PETUNIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2767,1.0,1953,CONC BLOCK,ENG SHINGL,DRYWALL,NONE REPORTED,CONC FINSH,"['13-2075', '2011750']","['20131025', '20110525']","['STOR', 'POOL']","['STORAGE', 'POOLS']","['1,500', '25,844']",30.200675,-85.844657,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1953,WSF1_hip_1_8d_tnail_wkd_0_3
248,34370-000-000,502 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),864,1.0,1979,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['9600926'],['19960814'],['ROOF'],['ROOF'],"['1,268']",30.201815,-85.845024,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_6d_tnail_wkd_0_3
249,34369-000-000,504 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1724,1.0,1949,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; SHT VINYL,"['2009339', '20062227', '9801628']","['20090309', '20061204', '19980908']","['ADD', 'XTRA', 'ROOF']","['ADDITION', 'ENCLOSE POLE BARN', 'ROOF']","['20,000', '9,310', '1,100']",30.201636,-85.845043,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_hip_1_6d_tnail_wkd_0_3
250,34364-000-000,516 LANTANA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1650,1.0,1949,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['201901205', '2079']","['20190320', '20021015']","['RERF', 'RERF']","['RE-ROOF', 'RE-ROOF']","['0', '3,245']",30.200649,-85.845049,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1949,WSF1_hip_1_6d_tnail_wkd_0_3
251,34348-000-000,13318 FRONT BEACH RD PANAMA CITY BEACH 32407,SINGLE FAM (000100),1230,1.0,1954,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,TERRAZZO,"['16-1933', '6770']","['20160927', '19951120']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '2,800']",30.197775,-85.842999,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1995,WSF1_hip_1_8d_tnail_wkd_0_3
252,34328-000-000,13001 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3654,1.0,1945,CB STUCCO,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['14-1219', '9800705', '9600930', '7059', '6687']","['20140624', '19980424', '19960815', '19960103', '19951113']","['ROOF', 'RENO', 'ROOF', 'REP', 'ROOF']","['ROOF', 'RENOVATION', 'ROOF', 'REPAIRS', 'ROOF']","['0', '3,000', '2,400', '14,600', '2,700']",30.195429,-85.840114,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2014,WSF1_hip_1_8s_strap_wkd_0_3
253,34323-000-000,13011 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),3597,1.0,1940,WD FR STUC,ENG SHINGL,PLASTER; DRYWALL,NONE REPORTED,CORK/VTILE,"['15-1148', '15-0771']","['20150624', '20150428']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",30.195873,-85.840918,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2015,WSF1_hip_1_8s_strap_wkd_0_3
254,34318-000-000,13107 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1816,1.0,1939,PREFAB,ENG SHINGL,PLASTER; DRYWALL,NONE REPORTED,CORK/VTILE,"['2008100', '7321']","['20080411', '19960223']","['RERF', 'XTRA']","['RE-ROOF', 'EXTRA FEAT']","['45', '16,000']",30.196312,-85.841781,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1939,WSF1_gab_1_6d_tnail_no_0_3
255,34311-000-000,13207 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2707,1.0,1952,AVERAGE,ENG SHINGL,PLASTER; DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['12-921', '9600906', '7533']","['20120621', '19960808', '19960418']","['ROOF', 'ROOF', 'REP']","['ROOF', 'ROOF', 'REPAIRS']","['0', '1,900', '40,000']",30.196976,-85.84295,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2012,WSF1_hip_1_8s_strap_wkd_0_3
256,34305-000-000,13305 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2808,1.0,1944,ABOVE AVG.,ENG SHINGL,PLASTER,MASONARY,SHT VINYL,"['201803233', '9601482', '9600779']","['20181128', '19961011', '19960715']","['RERF', 'REP', 'ROOF']","['RERF', 'REPAIRS', 'ROOF']","['0', '3,500', '3,960']",30.197565,-85.843944,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_6d_tnail_no_0_3
257,34299-000-000,13403 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1544,1.0,1960,ABOVE AVG.,ENG SHINGL,PLYWOOD,NONE REPORTED,CLAY TILE; CARPET,"['20190417973', 'DIS19-03873', '19-00687', '17-0467', '15-2014', '9800753', '6691', '6542']","['20191112', '20190213', '20190212', '20170303', '20151116', '19980501', '19951113', '19951031']","['RENO', 'RERF', 'RERF', 'RERF', 'RERF', 'ROOF', 'ROOF', 'REP']","['INT RENO', 'RERF', 'RERF', 'RERF', 'RERF', 'ROOF', 'ROOF', 'REPAIRS']","['100,000', '0', '0', '0', '0', '2,420', '200', '10,000']",30.198125,-85.844969,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_hip_1_6d_tnail_no_0_3
258,34298-000-000,13405 OLEANDER DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1793,1.0,1960,CB STUCCO,ENG SHINGL,PLASTER; DRYWALL,NONE REPORTED,CLAY TILE,"['16-1760', '7373']","['20160825', '19960301']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '2,500']",30.198208,-85.845147,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_gab_1_8d_tnail_wkd_0_3
259,34291-000-000,160 EVERGREEN ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1780,1.0,1968,CONC BLOCK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['20081722', '936040']","['20080702', '19930319']","['RENO', 'ROOF']","['RENOVATION', 'ROOF']","['85', '975']",30.203939,-85.841108,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_hip_1_6d_tnail_no_0_3
260,34277-000-000,203 DOGWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1583,1.0,1998,PREFAB,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20062191', '20061824', '9800298']","['20061127', '20061015', '19980225']","['RERF', 'ADD', 'NC']","['RE-ROOF', 'ADDITION', 'NEW CONST.']","['3,700', '10,000', '65,000']",30.20442,-85.841549,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_gab_1_8d_strap_std_0_3
261,34258-000-000,605 EVERGREEN ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1968,1.0,1958,CB STUCCO,ENG SHINGL,DRYWALL,NONE REPORTED,CORK/VTILE,"['202000174', '20091054', '7073']","['20200117', '20090810', '19960105']","['RERF', 'RERF', 'ROOF']","['RE-ROOF', 'RE-ROOF', 'ROOF']","['0', '2,380', '0']",30.197973,-85.840537,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_hip_1_8d_tnail_wkd_0_3
262,34240-024-000,205 AZALEA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2319,1.0,2002,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['19-00312'],['20190122'],['RERF'],['RE-ROOF'],['0'],30.205227,-85.843523,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_gab_1_8s_strap_no_1_3
263,34238-000-000,314 WISTERIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2024,1.0,1991,CB STUCCO,ENG SHINGL,DRYWALL,MASONARY,VINYL PLNK; CARPET,"['16-0978', '51806', '5203']","['20160503', '20040701', '19910327']","['RERF', 'RERF', 'NC']","['RERF', 'RE-ROOF', 'NEW CONST.']","['0', '2,000', '42,000']",30.203233,-85.843055,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1991,WSF1_gab_1_8d_tnail_wkd_0_3
264,34216-090-000,504 BETH ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1760,1.0,1979,PREFAB; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['93-6287'],['19930922'],['ROOF'],['ROOF'],"['1,600']",30.199841,-85.838088,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_gab_1_6d_tnail_wkd_0_3
265,34214-000-000,509 FERNWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1927,1.0,2002,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['13-224', '0030', '9701920']","['20130213', '20020107', '19971203']","['ADD', 'NC', 'NC']","['SCREEN EXIST PORCH', 'NEW CONST.', 'NEW CONST.']","['2,400', '83,115', '55,000']",30.199561,-85.839567,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,2002,WSF1_gab_1_8s_strap_sup_1_3
266,34212-020-000,508 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1508,1.0,1998,COMMON BRK; VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['201803358', '9802310']","['20181207', '19981029']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '52,500']",30.199562,-85.839214,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_hip_1_8d_strap_no_0_3
267,34208-070-000,411 FERNWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1662,1.0,1992,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['13-1312', '6735', '5778', '93-6199', '925653']","['20130724', '19951116', '19950314', '19930712', '19920504']","['RERF', 'REP', 'XTRA', 'POOL', 'NC']","['RERF', 'REPAIRS', 'EXTRA FEAT', 'POOL', 'NEW CONST.']","['0', '600', '9,995', '8,000', '48,000']",30.200892,-85.839552,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1992,WSF1_hip_1_6d_tnail_wkd_0_3
268,34208-050-000,415 FERNWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1763,1.0,1993,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,['936080'],['19930413'],['NC'],['NEW CONST.'],"['48,000']",30.200536,-85.83954,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_hip_1_6d_strap_no_1_3
269,34208-000-000,408 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1767,1.0,1993,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['2007-647', '897', '93-6116', '']","['20070406', '20050418', '19930511', '19920504']","['RERF', 'XTRA', 'NC', '']","['RE-ROOF', 'EXTRA FEAT', 'NEW CONST.', 'N/A']","['5,000', '5,600', '48,000', '0']",30.201064,-85.839223,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_gab_1_8d_strap_std_0_3
270,34206-020-000,13006 AGAVE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1326,1.0,1980,AVERAGE; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['51124', '7333']","['20050509', '19960226']","['POOL', 'ROOF']","['POOLS', 'ROOF']","['15,000', '1,395']",30.201785,-85.838414,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1996,WSF1_hip_1_8d_tnail_wkd_0_3
271,34205-070-000,13110 AGAVE ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1620,1.0,1980,COMMON BRK; ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['17-2234', '2008753', '6358']","['20171101', '20080313', '19931102']","['SIDG', 'RERF', 'ROOF']","['SIDING', 'RE-ROOF', 'ROOF']","['2,300', '35', '650']",30.201842,-85.839556,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_hip_1_8d_tnail_no_1_3
272,34181-010-000,509 DOGWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1666,1.0,1986,PREFAB,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,30.199606,-85.841091,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1986,WSF1_hip_1_6d_tnail_wkd_0_3
273,34181-000-000,507 DOGWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1633,1.0,1981,AL SIDING,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['201904388', '9801406']","['20191127', '19980811']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '2,695']",30.199763,-85.841128,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1998,WSF1_gab_1_8d_tnail_wkd_0_3
274,34178-000-000,501 DOGWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1664,1.0,1984,PREFAB,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['201902289', '9801257']","['20190612', '19980714']","['RERF', 'ADD']","['RE-ROOF', 'ADDITION']","['0', '25,000']",30.200245,-85.841107,hip,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1984,WSF1_hip_1_6d_tnail_no_0_3
275,34170-115-000,12580 EMERALD LAKE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),2020,1.0,1991,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,['5344'],['19910710'],['NC'],['NEW CONST.'],"['48,720']",30.203255,-85.83519,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1991,WSF1_hip_1_6d_tnail_wkd_0_3
276,34170-108-000,12531 EMERALD LAKE DR 8 PANAMA CITY BEACH 32407,SINGLE FAM (000100),1678,1.0,1993,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['17-2341', '925684']","['20171113', '19920522']","['RERF', 'NC']","['RERF', 'NEW CONST.']","['0', '55,000']",30.202781,-85.83431,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_hip_1_6d_strap_std_0_3
277,34170-103-000,12581 EMERALD LAKE DR PANAMA CITY BEACH 32407,SINGLE FAM (000100),1887,1.0,1992,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['925759'],['19920728'],['NC'],['NEW CONST.'],"['55,000']",30.202809,-85.835268,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1992,WSF1_gab_1_8d_tnail_wkd_0_3
278,34168-075-050,104 FERNWOOD ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),2095,1.0,1997,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET; CLAY TILE,"['12-1806', '08-0878', '9601151']","['20121218', '20080708', '19960912']","['RENO', 'ADD', 'NC']","['REPL 10 WINDOWS', 'ADDITION', 'NEW CONST.']","['10,064', '25', '70,000']",30.204479,-85.84005,gab,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1997,WSF1_gab_1_8d_strap_std_0_3
279,34165-140-000,101 EVERGREEN ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),1500,1.0,1993,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['201803488', '2010520', '2008956', '1423', '52988', '936088']","['20181214', '20100526', '20080403', '20060816', '20051116', '19930421']","['RERF', 'RERF', 'POOL', 'ADD', 'RENO', 'NC']","['RE-ROOF', 'RE-ROOF', 'POOLS', 'ADDITION', 'RENOVATION', 'NEW CONST.']","['0', '5,000', '120', '17,000', '5,000', '25,000']",30.204878,-85.84058,hip,0.03,BAY,V,166.5382839,1,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1993,WSF1_hip_1_8d_strap_std_0_3
280,34159-010-000,608 GARDENIA ST PANAMA CITY BEACH 32407,SINGLE FAM (000100),954,1.0,1948,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,HARDWOOD,['13-851'],['20130514'],['RERF'],['RERF'],['0'],30.198089,-85.839285,gab,0.03,BAY,V,166.5382839,0,0.166666667,above,PANAMA CITY BEACH,FL,6.7,m,1948,WSF1_gab_1_8d_tnail_no_0_3
