Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,RoofPitch,LULC,DWSII,County,FloodZone,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,Footprint,LatF,LonF,RoofReplaceYear,HazusGBMs,HazusGBM
1,04973-022-010,413 5TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1794.0,1,2015.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-DEM0033', '19MB-RR0105', '15-2748']","['20190207', '20190206', '20150203']","['DEM', 'RERF', 'NC']","['DEMOLITION', 'RE-ROOF', 'MODULAR HOME']","['0', '0', '96,100']",29.938095,-85.393667,hip,9.462322208,0.03,133.0,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39360014072484, 29.938153231084176], [-85.39360014080272, 29.938036768881393], [-85.39373385919727, 29.938036768881393], [-85.39373385927514, 29.938153231084176]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.938095,-85.393667,2015.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
2,04188-030-000,410 5TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2536.0,1,2001.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,['19MB-RR0328'],['20190711'],['RERF'],['RE-ROOF'],['0'],29.937526,-85.393416,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.393625, 29.937508], [-85.393519, 29.937416], [-85.393392, 29.937527], [-85.393498, 29.937619], [-85.393625, 29.937508]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9375175,-85.3935085,2001.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
3,04420-018-000,108 12TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3840.0,1,2005.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,29.940059,-85.403947,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.403809, 29.940092], [-85.403922, 29.940174], [-85.404027, 29.940064], [-85.403915, 29.939983], [-85.403809, 29.940092]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94007835,-85.40391817,2005.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
4,04449-000-000,111 21ST ST MEXICO BEACH 32410,SINGLE FAM (000100),3068.0,1,2015.0,ABOVE AVG.; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['21MB-RR0020', '19MB-RR0094', '15-2881', '15-2797']","['20210507', '20190131', '20150705', '20150407']","['RERF', 'RERF', 'ROOF', 'ROOF']","['RE-ROOF', 'RE-ROOF', 'ROOF', 'ROOF']","['0', '0', '0']",29.944968,-85.411676,hip,9.462322208,0.03,133.0,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.411687, 29.944853], [-85.411564, 29.945005], [-85.411668, 29.945069], [-85.411791, 29.944917], [-85.411687, 29.944853]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.944961,-85.4116775,2015.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
5,04973-150-000,404 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2771.0,1,2002.0,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['18MB-RR0155', 'RF1072']","['20181206', '20020806']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '0']",29.938959,-85.396598,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396729, 29.938849], [-85.396621, 29.938849], [-85.396621, 29.938885], [-85.396565, 29.938885], [-85.396565, 29.939059], [-85.39668, 29.939059], [-85.39668, 29.938987], [-85.396729, 29.938987], [-85.396729, 29.938849]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93895165,-85.39664375,2002.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
6,file:/D:/Users/Karen/Documents/GitHub/DPBWE/MB_Building_Inventory_Default.csv,406 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1595.0,1,1978.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18MB-RR0169', 'ROOF', '91-4743']","['20181210', '20101220', '19910712']","['RERF', 'ROOF', 'ROOF']","['REROOF', 'ROOF', 'ROOF']","['0', '0', '0']",29.939181,-85.396362,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396456, 29.939061], [-85.396333, 29.939184], [-85.39641, 29.939242], [-85.396533, 29.939118], [-85.396456, 29.939061]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93915135,-85.39643295,1978.0,WSF1_hip_1_8d_tnail_wkd_0_3,WSF1_hip_1_6d_tnail_wkd_0_3
7,04973-322-000,409 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),3217.0,1,2008.0,BD/BAT AVG,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['19MB-RR0055'],['20190115'],['RERF'],['ROOF'],['0'],29.939727,-85.396565,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39647546699739, 29.939804977451285], [-85.39647546713705, 29.939649022486975], [-85.39665453286294, 29.939649022486975], [-85.3966545330026, 29.939804977451285]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.939727,-85.396565,2008.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
8,04973-320-000,406 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2206.0,1,2004.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['19MB-RR0011'],['20190103'],['RERF'],['RE-ROOF'],['0'],29.939732,-85.397031,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396978, 29.9397], [-85.397069, 29.939779], [-85.397156, 29.939704], [-85.397065, 29.939625], [-85.396978, 29.9397]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.939702,-85.397067,2004.0,WSF1_gab_0_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
9,04973-340-000,412 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),2598.0,1,2006.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,29.940331,-85.39638,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39652, 29.940266], [-85.396473, 29.940204], [-85.396301, 29.940301], [-85.396385, 29.940412], [-85.396475, 29.940361], [-85.396439, 29.940312], [-85.39652, 29.940266]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94030649,-85.39641086,2006.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_0_8s_strap_sup_1_3
10,04973-345-000,414 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1992.0,1,1993.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0029', '16-3165']","['20190108', '20160601']","['RERF', 'RERF']","['RE-ROOF', 'RERF']","['0', '0']",29.940531,-85.396163,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396263, 29.940482], [-85.396197, 29.940409], [-85.396078, 29.94049], [-85.396182, 29.940605], [-85.396249, 29.940559], [-85.396211, 29.940517], [-85.396263, 29.940482]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94050438,-85.39617684,1993.0,WSF1_hip_1_6d_strap_std_0_3,WSF1_hip_1_8d_strap_std_0_3
11,04973-342-000,415 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),1920.0,1,1995.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,['19MB-RR0015'],['20190103'],['RERF'],['RE-ROOF'],['0'],29.940326,-85.395914,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396016, 29.940235], [-85.395933, 29.940167], [-85.395801, 29.940286], [-85.395884, 29.940355], [-85.396016, 29.940235]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94026084,-85.39590845,1995.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
12,04973-270-000,426 7TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2612.0,1,2000.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,['19MB-RR0269'],['20190424'],['RERF'],['RE-ROOF'],['0'],29.941348,-85.393738,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39365732272645, 29.941418263536026], [-85.39365732283986, 29.941277736413838], [-85.39381867716014, 29.941277736413838], [-85.39381867727354, 29.941418263536026]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.941348,-85.393738,2000.0,WSF1_hip_1_6d_strap_std_0_3,WSF1_hip_1_6d_strap_std_0_3
13,04973-391-000,424 ARIZONA DR MEXICO BEACH 32410,SINGLE FAM (000100),1902.0,1,2008.0,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,29.94153,-85.395078,gab,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.395182, 29.941492], [-85.395081, 29.941412], [-85.394971, 29.941516], [-85.395073, 29.941596], [-85.395182, 29.941492]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94150402,-85.39507667,2008.0,WSF1_gab_1_8s_strap_no_1_3,WSF1_gab_1_8s_strap_no_1_3
14,04668-010-000,106 36TH ST N MEXICO BEACH 32410,SINGLE FAM (000100),2334.0,1,1985.0,CEDAR,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,['18-0078'],['20181116'],['RERF'],['RERF'],['0'],29.951283,-85.421408,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.42133172921761, 29.951349419131834], [-85.421331729319, 29.951216580823335], [-85.421484270681, 29.951216580823335], [-85.42148427078239, 29.951349419131834]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.951283,-85.421408,1985.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
15,04726-000-000,125 MIRAMAR DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1967.0,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,29.95228,-85.42957,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.429481, 29.952332], [-85.429595, 29.952357], [-85.429643, 29.952188], [-85.429463, 29.952149], [-85.429439, 29.952234], [-85.429505, 29.952248], [-85.429481, 29.952332]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95224624,-85.42954446,1967.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
16,04704-000-000,103 CIRCLE DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1965.0,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,NONE REPORTED,29.952169,-85.42756,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.427541, 29.952183], [-85.427649, 29.952249], [-85.42772, 29.952163], [-85.427611, 29.952096], [-85.427541, 29.952183]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95217265,-85.42763029,1965.0,WSF1_hip_1_6d_tnail_no_1_3,WSF1_hip_1_6d_tnail_no_1_3
17,04706-000-000,107 CIRCLE DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1964.0,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['29111170'],['20110329'],['ROOF'],['ROOF'],['0'],29.951821,-85.427813,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.4277425970811, 29.951882308870974], [-85.42774259716748, 29.951759691090828], [-85.42788340283252, 29.951759691090828], [-85.4278834029189, 29.951882308870974]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.951821,-85.427813,1964.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
18,04734-000-000,125 CIRCLE DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1969.0,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,"['21MB-RB0043', '9514108']","['20210528', '19951208']","['NC', 'ROOF']","['SINGLE FAMILY', 'ROOF']","['416,023', '0']",29.951763,-85.428921,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.42889, 29.951647], [-85.428833, 29.951806], [-85.428922, 29.95183], [-85.428979, 29.95167], [-85.42889, 29.951647]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95173831,-85.42890603,1969.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
19,04736-000-000,129 CIRCLE DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1965.0,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['18MB-RR0063'],['20181002'],['RERF'],['RERF'],['0'],29.95217,-85.42877,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.428689, 29.952126], [-85.428735, 29.95214], [-85.428712, 29.952198], [-85.428797, 29.952223], [-85.428857, 29.952069], [-85.428766, 29.952042], [-85.428748, 29.952088], [-85.428709, 29.952076], [-85.428689, 29.952126]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9521285,-85.42877495,1965.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
20,04719-000-000,130 CIRCLE DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1963.0,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,"['18-3735', '9512475']","['20180103', '19951111']","['RERF', 'ROOF']","['RERF', 'ROOF']","['0', '0']",29.952063,-85.428321,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.42825059691062, 29.952124308868726], [-85.428250596997, 29.952001691093084], [-85.42839140300299, 29.952001691093084], [-85.42839140308938, 29.952124308868726]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.952063,-85.428321,1963.0,WSF1_hip_1_6d_tnail_no_0_3,WSF1_hip_1_8d_tnail_no_1_3
21,04317-000-000,608 HWY 98 MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,"['19MB-DEM0147', '72390892']","['20190328', '20090723']","['DEM', 'ROOF']","['DEMOLITION', 'ROOF']","['0', '0']",29.935282,-85.399706,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39963560872775, 29.93534330902498], [-85.39963560881407, 29.935220690936873], [-85.39977639118592, 29.935220690936873], [-85.39977639127224, 29.93534330902498]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.935282,-85.399706,1989.226994,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
22,04700-000-000,112 41ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['20MB-DEM0004'],['20200113'],['DEM'],['DEMOLITION'],['0'],29.951559,-85.426808,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.426747, 29.951561], [-85.426846, 29.951613], [-85.426936, 29.951485], [-85.426837, 29.951433], [-85.426747, 29.951561]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.951523,-85.4268415,1989.226994,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
23,04743-000-000,124 MIRAMAR DR MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,"['20MB-RB0328', '17-3722']","['20210603', '20171129']","['NC', 'RERF']","['SINGLE FAMILY', 'RERF']","['587,479', '0']",29.951487,-85.429937,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.42981, 29.951378], [-85.429764, 29.951512], [-85.429877, 29.951541], [-85.429923, 29.951408], [-85.42981, 29.951378]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9514597,-85.42984345,1989.226994,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
24,04790-000-000,110 36TH ST N MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,"['31480615', '095-0086']","['20080314', '20051109']","['ROOF', 'RERF']","['ROOF', 'RE-ROOF']","['1,496', '960']",29.951516,-85.42137,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.42129959729597, 29.95157730887382], [-85.42129959738234, 29.951454691087992], [-85.42144040261765, 29.951454691087992], [-85.42144040270402, 29.95157730887382]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.951516,-85.42137,1989.226994,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
25,04702-020-000,104 41ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,"['19MB-DEM0153', '72390893', '9311706']","['20190329', '20090723', '19931201']","['DEM', 'ROOF', 'ROOF']","['DEMOLITION', 'ROOF', 'ROOF']","['0', '0', '0']",29.952254,-85.426268,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.426242, 29.952255], [-85.426318, 29.952302], [-85.426421, 29.952178], [-85.426345, 29.952131], [-85.426242, 29.952255]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9522165,-85.4263315,1989.226994,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
26,04701-000-000,110 41ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['9512372'],['19951108'],['ROOF'],['ROOF'],['0'],29.951733,-85.426681,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.426728, 29.951696], [-85.426675, 29.951665], [-85.426625, 29.951729], [-85.426762, 29.951809], [-85.426855, 29.951691], [-85.426771, 29.951641], [-85.426728, 29.951696]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95172194,-85.42674371,1989.226994,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_8d_tnail_no_0_3
27,04699-000-000,114 41ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['93571'],['19930122'],['ROOF'],['ROOF'],['0'],29.951384,-85.426935,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.427068, 29.951312], [-85.426983, 29.951259], [-85.426867, 29.951399], [-85.426978, 29.951468], [-85.427032, 29.951403], [-85.427006, 29.951387], [-85.427068, 29.951312]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9513644,-85.42697057,1989.226994,WSF1_hip_1_8d_tnail_wkd_0_3,WSF1_hip_1_6d_tnail_wkd_0_3
28,04698-000-000,116 41ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['14-2565'],['20140617'],['ROOF'],['ROOF'],['0'],29.95121,-85.427062,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.427118, 29.951094], [-85.427084, 29.951137], [-85.427069, 29.951129], [-85.427004, 29.951212], [-85.427102, 29.951269], [-85.4272, 29.951143], [-85.427118, 29.951094]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95118092,-85.42710269,1989.226994,WSF1_hip_1_8d_tnail_wkd_0_3,WSF1_hip_1_8d_tnail_wkd_0_3
29,04697-000-000,118 41ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2098.466258,1,1989.226994,NONE REPORTED,ENG SHINGL,NONE REPORTED,NONE REPORTED,NONE REPORTED,['925151'],['19920612'],['ROOF'],['ROOF'],NONE REPORTED,29.951036,-85.427188,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.427231, 29.951075], [-85.427246, 29.951055], [-85.427294, 29.951083], [-85.427348, 29.951014], [-85.427223, 29.950942], [-85.427155, 29.951031], [-85.427231, 29.951075]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95101705,-85.4272502,1989.226994,WSF1_hip_1_6d_tnail_no_0_3,WSF1_hip_1_6d_tnail_no_1_3
30,04973-846-000,313 ROBIN LN MEXICO BEACH 32410,SINGLE FAM (000100),1534.0,1,1975.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['20MB-RB0218', '20MB-RR0006', '11290759', '99-02339']","['20200528', '20200108', '20090112', '19990308']","['REMO', 'RERF', 'RERF', 'MOVE']","['REMODEL', 'RE-ROOF', 'RE-ROOF', 'MOVE']","['28,000', '0', '1,496', '20,000']",29.941513,-85.40007,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399968, 29.941542], [-85.400063, 29.941568], [-85.400123, 29.941401], [-85.400028, 29.941375], [-85.399968, 29.941542]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9414715,-85.4000455,1975.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
31,04973-844-000,315 ROBIN LN MEXICO BEACH 32410,SINGLE FAM (000100),1920.0,1,1987.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE,"['19MB-RB0458', '19MB-RR0244', '9707975', '9513142']","['20190725', '20190416', '19970728', '19951121']","['REMO', 'RERF', 'ADD', 'ADD']","['REMODEL', 'RE-ROOF', 'ADDITION', 'ADDITION']","['0', '0', '9,958', '1,100']",29.941791,-85.400008,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.400068, 29.941688], [-85.399982, 29.941669], [-85.399971, 29.941705], [-85.3999, 29.941689], [-85.39988, 29.941758], [-85.399948, 29.941773], [-85.399936, 29.941814], [-85.400025, 29.941833], [-85.400068, 29.941688]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94174589,-85.39998125,1987.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
32,04973-842-000,317 ROBIN LN MEXICO BEACH 32410,SINGLE FAM (000100),1780.0,1,1987.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; HARDWOOD,"['20MB-RB0258', '19MB-RB0450', '19-0294', '65-0090']","['20200710', '20190722', '20190522', '20051116']","['STOR', 'REMO', 'RERF', 'RERF']","['POLE BARN/SHED', 'REMODEL', 'RE-ROOF', 'RE-ROOF']","['4,334', '0', '0', '0']",29.94206,-85.399972,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.399848, 29.942086], [-85.399934, 29.942108], [-85.399983, 29.941967], [-85.399836, 29.941928], [-85.399813, 29.941992], [-85.399875, 29.942008], [-85.399848, 29.942086]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.94201203,-85.39990074,1987.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
