Id,ParcelId,Address,OccupancyClass,PlanArea,NumberOfStories,YearBuilt,ExteriorWalls,RoofCover,InteriorWalls,FrameType,FloorCover,PermitNumber,PermitIssueDate,PermitType,PermitDescription,PermitAmount,Latitude,Longitude,RoofShape,RoofPitch,LULC,DWSII,County,FloodZone,Garage,RoofSlope,AvgJanTemp,City,State,BldgHeight,HeightUnit,Footprint,LatF,LonF,RoofReplaceYear,HazusGBMs,HazusGBM
87,04901-000-000,207 MISSISSIPPI DR MEXICO BEACH 32410,SINGLE FAM (000100),2624.0,1,1997.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['14-2526', '9702937', '9612289']","['20140401', '19970317', '19961009']","['ROOF', 'ADD', 'NC']","['ROOF', 'ADDITION', 'NEW CONST.']","['0', '9,000', '43,029']",29.936152,-85.396855,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.396716, 29.936154], [-85.396784, 29.936212], [-85.396834, 29.936168], [-85.396864, 29.936194], [-85.39699, 29.936085], [-85.396893, 29.936001], [-85.396716, 29.936154]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93611133,-85.39685595,1997.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_6d_strap_std_0_3
88,04891-000-000,205 CAROLINA DR MEXICO BEACH 32410,SINGLE FAM (000100),2376.0,1,2006.0,AVERAGE; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['19MB-RB0254', '18MB-RR0186', '860172']","['20190422', '20181214', '20060228']","['REMO', 'RERF', 'NC']","['REMODEL', 'RE-ROOF', 'NEW CONST.']","['100,000', '0', '114,840']",29.934866,-85.395813,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.395776, 29.935028], [-85.395662, 29.934929], [-85.395602, 29.934982], [-85.395716, 29.935081], [-85.395776, 29.935028]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.935005,-85.395689,2006.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_0_8s_strap_sup_1_3
89,04876-010-000,201 3RD ST MEXICO BEACH 32410,SINGLE FAM (000100),1976.0,1,1971.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18MB-RR0212', '16-3199', 'Q2890842', 'RF-1500', 'B-2031']","['20181209', '20160719', '20090428', '20031007', '20030911']","['RERF', 'RERF', 'STOR', 'RERF', 'ADD']","['RERF', 'RERF', 'STORAGE', 'RE-ROOF', 'ADDITION']","['0', '0', '1,700', '0', '40,000']",29.933082,-85.394165,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.394137, 29.933084], [-85.394251, 29.933178], [-85.394318, 29.933116], [-85.394276, 29.933081], [-85.394322, 29.93304], [-85.394251, 29.93298], [-85.394137, 29.933084]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9330793,-85.39423833,1971.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
90,04867-000-000,59 OAK AVE MEXICO BEACH 32410,SINGLE FAM (000100),1925.0,1,1976.0,COMMON BRK,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18MB-RR0185', '924400']","['20181214', '19920518']","['RERF', 'ROOF']","['RE-ROOF', 'ROOF']","['0', '0']",29.929261,-85.391235,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.391328, 29.92935], [-85.39121, 29.929211], [-85.391128, 29.929264], [-85.391246, 29.929402], [-85.391328, 29.92935]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.92930665,-85.39122797,1976.0,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_8d_tnail_no_0_3
91,04861-000-000,57 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1769.0,1,1984.0,VINYL; COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,CARPET,"['18-0103', '18-0011', 'B448', '9807611']","['20181119', '20180402', '20020227', '19980728']","['RERF', 'RERF', 'RENO', 'ROOF']","['RERF', 'RERF', 'RENOVATION', 'ROOF']","['0', '0', '8,300', '0']",29.929638,-85.390426,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.390589, 29.929519], [-85.39042, 29.929519], [-85.39042, 29.929642], [-85.390589, 29.929642], [-85.390589, 29.929519]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9295805,-85.3905045,1984.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
92,04857-010-000,121 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),1432.0,1,1974.0,AVERAGE,ENG SHINGL,PLYWOOD,NONE REPORTED,CORK/VTILE,['19MB-RR0136'],['20190221'],['RERF'],['RE-ROOF'],['0'],29.927763,-85.389508,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.389441, 29.927725], [-85.389441, 29.927843], [-85.389556, 29.927843], [-85.389556, 29.927725], [-85.389441, 29.927725]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.927784,-85.3894985,1974.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
93,04856-005-000,125 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),1960.0,1,1998.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,VINYL PLNK; CARPET,['9805572'],['19980602'],['NC'],['NEW CONST.'],"['60,180']",29.928176,-85.389518,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.389503, 29.928127], [-85.389503, 29.928229], [-85.389594, 29.928229], [-85.389594, 29.928127], [-85.389503, 29.928127]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.928178,-85.3895485,1998.0,WSF1_gab_1_8d_strap_std_0_3,WSF1_gab_1_8d_strap_std_0_3
94,04849-010-000,140 PALM ST MEXICO BEACH 32410,SINGLE FAM (000100),3691.0,1,1968.0,COMMON BRK; CB STUCCO,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20MB-RB0041', '18-0054', 'ROOF']","['20200204', '20180827', '20080926']","['STOR', 'RERF', 'ROOF']","['POLE BARN/SHED', 'RERF', 'ROOF']","['20,000', '0', '2,000']",29.929587,-85.389693,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.38959710728166, 29.92967052494237], [-85.38959710744182, 29.92950347498683], [-85.38978889255817, 29.92950347498683], [-85.38978889271833, 29.92967052494237]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.929587,-85.389693,1968.0,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_6d_tnail_no_0_3
95,04846-000-000,116 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2532.0,1,2008.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,HARDWOOD; CARPET,"['19MB-RB0167', '19MB-RR0210', '52880653', '12047']","['20190321', '20190321', '20080528', '20071204']","['REMO', 'RERF', 'NC', 'DEM']","['REMODEL', 'RE-ROOF', 'NEW CONST.', 'DEMOLITION']","['22,000', '0', '178,000', '0']",29.927274,-85.389124,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.38904457899953, 29.92734317930536], [-85.38904457910938, 29.92720482064608], [-85.38920342089061, 29.92720482064608], [-85.38920342100046, 29.92734317930536]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.927274,-85.389124,2008.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
96,04845-000-000,118 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2284.0,1,1996.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RR0110', '17-3739', '9603081', '9603081']","['20190206', '20171215', '19960307', '19960228']","['RERF', 'ADD', 'NC', 'NC']","['RE-ROOF', 'BATHROOM', 'NEW CONST.', 'NEW CONST.']","['0', '20,000', '47,019', '78,000']",29.927336,-85.389125,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.3890495686628, 29.92740170408923], [-85.38904956876188, 29.927270295866972], [-85.38920043123814, 29.927270295866972], [-85.38920043133722, 29.92740170408923]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.927336,-85.389125,1996.0,WSF1_gab_1_6d_strap_std_0_3,WSF1_gab_1_8d_strap_std_0_3
97,04843-000-000,120 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2050.0,1,1985.0,CONC BLOCK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL,"['19MB-RR0245', '72480685', '9412282']","['20190416', '20080724', '19941215']","['RERF', 'RERF', 'XTRA']","['RE-ROOF', 'RE-ROOF', 'EXTRA FEAT']","['12,437', '2,040', '2,900']",29.927397,-85.389126,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.38905453705044, 29.927459247409704], [-85.38905453713937, 29.92733475255097], [-85.38919746286064, 29.92733475255097], [-85.38919746294957, 29.927459247409704]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.927397,-85.389126,1985.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
98,04840-000-000,129 HWY 386 MEXICO BEACH 32410,SINGLE FAM (000100),3660.0,1,2009.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-RR0077', '12180737']","['20190122', '20081121']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '410,000']",29.928493,-85.38876,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.388652, 29.928441], [-85.388851, 29.928441], [-85.388851, 29.928355], [-85.388652, 29.928355], [-85.388652, 29.928441]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.928398,-85.3887515,2009.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
99,04839-020-000,130 PINE ST MEXICO BEACH 32410,SINGLE FAM (000100),2914.0,1,2001.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['B593', 'B868']","['20040304', '20000816']","['ADD', 'NC']","['ADDITION', 'NEW CONST.']","['4,150', '125,000']",29.928593,-85.389052,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.388969, 29.92851], [-85.388969, 29.928678], [-85.389146, 29.928678], [-85.389146, 29.92851], [-85.388969, 29.92851]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.928594,-85.3890575,2001.0,WSF1_hip_1_6d_strap_std_0_3,WSF1_hip_1_8d_strap_std_0_3
100,04832-000-000,60 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),2432.0,1,1984.0,CEDAR,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18-0102', '17-3745', '0504105', '9605140']","['20181119', '20171229', '20050516', '19960425']","['RERF', 'ADD', 'RERF', 'RENO']","['RERF', 'ADDITION', 'RE-ROOF', 'RENOVATION']","['0', '4,000', '2,322', '2,300']",29.930012,-85.390796,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.390704, 29.93004], [-85.390876, 29.93004], [-85.390876, 29.929901], [-85.390798, 29.929901], [-85.390798, 29.929928], [-85.390704, 29.929928], [-85.390704, 29.93004]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.92997715,-85.39079463,1984.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
101,04831-000-000,56 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1917.0,1,2003.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['21MB-RB0006', '20MB-RB0326', '20MB-RB0429', '20MB-RB0415', '18-0101', 'B0865', 'RF375', 'B2553']","['20210222', '20210119', '20210104', '20201230', '20181110', '20030408', '20030322', '20020708']","['ROOF', 'POOL', 'STOR', 'UDG', 'RERF', 'ADD', 'ROOF', 'NC']","['ROOF', 'POOL/HOT TUB', 'POLE BARN/SHED', 'DET GARAGE', 'RERF', 'ADDITION', 'ROOF', 'NEW CONST.']","['0', '32,859', '7,188', '92,141', '0', '2,400', '0', '75,000']",29.930016,-85.390443,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.390377, 29.929942], [-85.390213, 29.929942], [-85.390213, 29.930047], [-85.390377, 29.930047], [-85.390377, 29.929942]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9299945,-85.390295,2003.0,WSF1_hip_0_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
102,04828-010-000,44 AZALEA DR MEXICO BEACH 32410,SINGLE FAM (000100),1987.0,1,2002.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['19MB-SID0037', '18MB-RR0228', '15-2764', 'B1916']","['20191031', '20181227', '20150303', '20020823']","['SIDG', 'RERF', 'ADD', 'NC']","['SIDING', 'RE-ROOF', 'ADDITION', 'NEW CONST.']","['16,600', '0', '30,000', '77,775']",29.930031,-85.388969,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.389092, 29.930066], [-85.389092, 29.929959], [-85.388934, 29.929959], [-85.388934, 29.930066], [-85.389092, 29.930066]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9300125,-85.389013,2002.0,WSF1_hip_1_8s_strap_sup_1_3,WSF1_hip_1_8s_strap_sup_1_3
103,04828-000-000,42 AZALEA DR MEXICO BEACH 32456,SINGLE FAM (000100),1610.0,1,2006.0,ABOVE AVG.,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,"['19MB-RR0042', '12333']","['20190110', '20031220']","['RERF', 'NC']","['RE-ROOF', 'NEW CONST.']","['0', '0']",29.929934,-85.38867,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.388645, 29.929999], [-85.388729, 29.930081], [-85.388843, 29.929992], [-85.388759, 29.929911], [-85.388645, 29.929999]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.92999583,-85.38874397,2006.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_0_8s_strap_sup_1_3
104,04820-020-000,69 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2902.0,1,1992.0,COMMON BRK,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RB0376', '19MB-RR0017', '12-2149', '', '918694']","['20190621', '20190103', '20120502', '19911120', '19911120']","['STOR', 'RERF', 'ROOF', '', 'NC']","['STORAGE', 'RE-ROOF', 'ROOF', 'N/A', 'NEW CONST.']","['6,400', '0', '0', '0', '75,000']",29.930427,-85.390951,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.3908659712259, 29.930501061555912], [-85.39086597135183, 29.93035293838843], [-85.39103602864817, 29.93035293838843], [-85.3910360287741, 29.930501061555912]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.930427,-85.390951,1992.0,WSF1_hip_1_6d_tnail_wkd_0_3,WSF1_hip_1_8d_tnail_wkd_0_3
105,04820-005-000,61 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),4974.0,1,1983.0,WD FR STUC,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['20MB-RB0011', '19MB-RR0388', '18-3792', '18-3793']","['20200107', '20191018', '20180202', '20180202']","['ADD', 'RERF', 'STOR', 'ROOF']","['ADDITION', 'RE-ROOF', 'POLE BARN', 'ROOF']","['30,000', '0', '56,000', '0']",29.93038,-85.390229,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.3901176808198, 29.93047696097426], [-85.39011768103562, 29.930283038930316], [-85.39034031896439, 29.930283038930316], [-85.39034031918021, 29.93047696097426]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93038,-85.390229,1983.0,WSF1_hip_1_8d_tnail_no_1_3,WSF1_hip_1_6d_tnail_no_0_3
106,04816-000-000,41 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),1320.0,1,1963.0,CONC BLOCK,ENG SHINGL,DRYWALL,NONE REPORTED,ASPH TILE,"['17-3412', '17-3414', '14-2515']","['20170228', '20170228', '20140317']","['ADD', 'RERF', 'STOR']","['ADDITION', 'RERF', 'POLE BARN']","['75,770', '0', '0']",29.931652,-85.38879,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.38873265317298, 29.93170194949083], [-85.38873265323025, 29.931602050483846], [-85.38884734676975, 29.931602050483846], [-85.38884734682702, 29.93170194949083]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.931652,-85.38879,1963.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
107,04815-010-000,58 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2380.0,1,1983.0,AVERAGE,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; VINYL PLNK,['18MB-RR0209'],['20181219'],['RERF'],['RE-ROOF'],['0'],29.931544,-85.390027,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.390071, 29.931428], [-85.390171, 29.931428], [-85.390171, 29.931328], [-85.389959, 29.931328], [-85.389959, 29.931456], [-85.390071, 29.931456], [-85.390071, 29.931428]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93138625,-85.39005856,1983.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
108,04814-000-000,70 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),3725.0,1,1971.0,PREFAB,ENG SHINGL,DRYWALL,NONE REPORTED,CORK/VTILE,"['19MB-RR0026', '82590915', '72290891', '9813199', '9812034', '93-6025']","['20190107', '20090825', '20090722', '19981201', '19981029', '19930708']","['RERF', 'ROOF', 'DECK', 'ROOF', 'ROOF', 'ADD']","['RE-ROOF', 'ROOF', 'RENO DECK3', 'ROOF', 'ROOF', 'ADDITION']","['0', '0', '0', '0', '0', '0']",29.931546,-85.391278,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.39118166474447, 29.931629908734386], [-85.3911816649061, 29.93146209119415], [-85.3913743350939, 29.93146209119415], [-85.39137433525553, 29.931629908734386]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.931546,-85.391278,1971.0,WSF1_hip_1_6d_tnail_wkd_0_3,WSF1_hip_1_8d_tnail_wkd_0_3
109,04812-000-000,86 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),1252.0,1,1980.0,AVERAGE,ENG SHINGL,PLYWOOD; DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['21MB-RB0130', '19MB-RR0174', '21792']","['20210625', '20190304', '19910328']","['STOR', 'RERF', 'ADD']","['POLE BARN/SHED', 'RE-ROOF', 'ADDITION']","['7,169', '0', '0']",29.931543,-85.392216,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.392206, 29.931758], [-85.392206, 29.931707], [-85.392134, 29.931707], [-85.392134, 29.931758], [-85.392206, 29.931758]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.9317325,-85.39217,1980.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
110,04808-000-000,121 SEA ST MEXICO BEACH 32410,SINGLE FAM (000100),1557.0,1,2004.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; HARDWOOD,"['19MB-RR0154', '13-2365', 'RF-1945', 'B-2450']","['20190228', '20130709', '20031222', '20031030']","['RERF', 'STOR', 'ROOF', 'NC']","['RE-ROOF', 'POLE BARN', 'ROOF', 'NEW CONST.']","['0', '12,995', '0', '78,274']",29.930405,-85.391996,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.392154, 29.930376], [-85.392054, 29.930289], [-85.391964, 29.930365], [-85.392064, 29.930453], [-85.392154, 29.930376]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93037083,-85.39205901,2004.0,WSF1_gab_1_8s_strap_sup_1_3,WSF1_gab_1_8s_strap_sup_1_3
111,04807-000-000,118 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),3162.0,1,1984.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,CLAY TILE; CARPET,"['19MB-SID0013', '18MB-RR0210', 'B-1526']","['20190304', '20181219', '20030711']","['SIDG', 'RERF', 'VINL']","['SIDING', 'RE-ROOF', 'VINYL SIDE']","['7,000', '0', '5,000']",29.930427,-85.392593,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.392749, 29.93048], [-85.392602, 29.930353], [-85.392538, 29.930408], [-85.392685, 29.930536], [-85.392749, 29.93048]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93044436,-85.39264359,1984.0,WSF1_gab_1_8d_tnail_wkd_0_3,WSF1_gab_1_8d_tnail_wkd_0_3
112,04801-007-000,121 1ST ST MEXICO BEACH 32410,SINGLE FAM (000100),2112.0,1,1981.0,AVERAGE,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['18MB-RR0165', '9703512', '9407239']","['20181210', '19970401', '19940729']","['RERF', 'ROOF', 'ADD']","['RE-ROOF', 'ROOF', 'ADDITION']","['0', '0', '500']",29.930953,-85.392768,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.392823, 29.930933], [-85.392717, 29.930841], [-85.392654, 29.930895], [-85.39276, 29.930987], [-85.392823, 29.930933]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.930914,-85.3927385,1981.0,WSF1_hip_1_8d_tnail_no_0_3,WSF1_hip_1_8d_tnail_no_1_3
113,04800-000-000,112 2ND ST MEXICO BEACH 32410,SINGLE FAM (000100),1041.0,1,1970.0,CB STUCCO,ENG SHINGL,PLYWOOD,NONE REPORTED,CLAY TILE,"['20MB-RB0161', '19MB-RB0505', '19MB-RR0359', '12-2088']","['20200513', '20190828', '20190826', '20120208']","['ADD', 'REMO', 'RERF', 'ADD']","['DETACHED GARAGE', 'REMODEL', 'RE-ROOF', 'WINDOWS']","['5,189', '39,000', '0', '0']",29.930726,-85.393638,gab,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.393688, 29.930671], [-85.393619, 29.930733], [-85.393712, 29.930812], [-85.393782, 29.930749], [-85.393688, 29.930671]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.93074135,-85.39370037,1970.0,WSF1_gab_1_6d_tnail_wkd_0_3,WSF1_gab_1_6d_tnail_wkd_0_3
114,04674-000-000,109 35TH ST MEXICO BEACH 32410,SINGLE FAM (000100),2666.0,1,2001.0,VINYL,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['21MB-RR0015', '12-2096', 'B1676', 'B286', '9704082']","['20210427', '20120227', '20020729', '20010205', '19970415']","['ROOF', 'POOL', 'XTRA', 'NC', 'ADD']","['ROOF', 'POOL', 'EXTRA FEAT', 'NEW CONST.', 'ADDITION']","['0', '22,000', '1,000', '131,271', '1,500']",29.951191,-85.42106,hip,9.462322208,0.03,166.5382839,BAY,V,1,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.420916, 29.951168], [-85.421013, 29.95132], [-85.421159, 29.95125], [-85.421082, 29.95113], [-85.421, 29.95117], [-85.420979, 29.951138], [-85.420916, 29.951168]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.95121929,-85.42103838,2001.0,WSF1_hip_1_8d_strap_std_0_3,WSF1_hip_1_6d_strap_std_0_3
115,04668-010-000,106 36TH ST N MEXICO BEACH 32410,SINGLE FAM (000100),2344.0,1,1985.0,CEDAR,ENG SHINGL,DRYWALL,NONE REPORTED,SHT VINYL; CARPET,"['19MB-RB0089', '18-0078', '3059', '9401539']","['20190212', '20181116', '20000330', '19940218']","['', 'RERF', 'ADD', 'XTRA']","['ADDITION', 'RERF', 'ADDITION', 'EXTRA FEAT']","['55,000', '0', '25,000', '4,000']",29.951283,-85.421408,hip,9.462322208,0.03,166.5382839,BAY,V,0,0.166666667,above,MEXICO BEACH,FL,6.7,m,"{'geometry': {'coordinates': [[[-85.42133156600144, 29.951349561265765], [-85.42133156610325, 29.95121643868921], [-85.42148443389675, 29.95121643868921], [-85.42148443399856, 29.951349561265765]]], 'type': 'Polygon'}, 'properties': {}, 'type': 'Feature'}",29.951283,-85.421408,1985.0,WSF1_hip_1_6d_tnail_no_0_3,WSF1_hip_1_8d_tnail_no_1_3
